x	y	!out
30.849800627496	29.554797035828	41620
30.8518358825	29.556278244716	41620
30.853207925633	29.557360674182	41620
30.854359255576	29.558320754553	41620
30.856017090051	29.559301687784	41620
30.857238628948	29.560196684495	41620
30.858674741438	29.561023508694	41620
30.859965439172	29.5618216799	41620
30.861945279061	29.562700290874	41620
30.863590843072	29.563300177067	41620
30.865561386729	29.563893043644	41620
30.867567032173	29.564453369569	41620
30.869790400023	29.565040749196	41620
30.871288550267	29.565548454389	41620
30.872311053634	29.565875817797	41620
30.874020641169	29.566220118787	41620
30.875980896585	29.566495473681	41620
30.8777255837	29.566807234985	41620
30.879757043034	29.567049272212	41620
30.882187809798	29.567346209289	41620
30.884116265876	29.567749263792	41620
30.886365496562	29.568018333293	41620
30.888756010758	29.568189058097	41620
30.890385099345	29.568280931831	41620
30.892013135687	29.568341064649	41620
30.893749501593	29.568398856276	41620
30.893859946523	29.568459992154	41620
30.897139412664	29.568198625572	41620
30.899844321987	29.568044948779	41620
30.903553849331	29.5676790386	41620
30.906256596155	29.567461905371	41620
30.909389412516	29.567140224895	41620
30.911874409504	29.566896049972	41620
30.914683283903	29.566613136403	41620
30.917889315055	29.566321661072	41620
30.9210231077	29.566031754765	41620
30.923511259473	29.565882803442	41620
30.92708476589	29.565773941942	41620
30.931773257367	29.565514017032	41620
30.934626777215	29.56548419889	41620
30.937480300177	29.565454379386	41620
30.940545038104	29.565261253005	41620
30.943352666267	29.564946683443	41620
30.946694241909	29.564398368003	41620
30.949351929724	29.56392832039	41620
30.95193955225	29.563523293543	41620
30.954135448313	29.563285459022	41620
30.956798513195	29.562974065273	41620
30.959570967235	29.56269206803	41620
30.961802918295	29.562453477127	41620
30.963855427402	29.562250505015	41620
30.9657930118	29.561859551913	41620
30.967798379142	29.561340174072	41620
30.969869310534	29.560628939744	41620
30.971790263451	29.559762244056	41620
30.974417763637	29.558435969651	41620
30.977796655147	29.556903125016	41620
30.979706300664	29.555719363802	41620
30.98125818784	29.554638548989	41620
30.98224350498	29.553887338487	41620
30.982663399442	29.553497431573	41620
30.982628408454	29.553529923721	41620
30.849436006461	29.558013656814	41618
30.850804930238	29.559000847171	41618
30.852282207599	29.559985685821	41618
30.853836934523	29.561127681986	41618
30.855975621691	29.562447685835	41618
30.857997765948	29.563516013979	41618
30.85814634806	29.56363988507	41618
30.859729060359	29.564527045038	41618
30.861443732251	29.565030128032	41618
30.863918747536	29.5655803343	41618
30.865490111133	29.566118245268	41618
30.867637119358	29.566580191793	41618
30.868840151268	29.56690366229	41618
30.869972030748	29.567260427915	41618
30.871716700583	29.567572196784	41618
30.873718341127	29.568005469708	41618
30.875348432993	29.568129105793	41618
30.876874414759	29.568382042142	41618
30.879375328013	29.568613922904	41618
30.88198775192	29.568938674559	41618
30.885069620309	29.569253273882	41618
30.887711882276	29.569386781404	41618
30.890283002415	29.569553579412	41618
30.892741576621	29.569595758187	41618
30.896096511325	29.56942801323	41618
30.89851367191	29.569312286448	41618
30.900964807476	29.56913231074	41618
30.903270432639	29.568923723909	41618
30.90561108688	29.568682628255	41618
30.907448345088	29.568515923604	41618
30.909283457741	29.5682857551	41618
30.911587963645	29.56804545669	41618
30.913279689657	29.567850150457	41618
30.914720794548	29.567723769849	41618
30.916234110477	29.567595832242	41618
30.920016841263	29.567260132176	41618
30.92874087887	29.566659024123	41618
30.9309838645	29.566737618182	41618
30.935746811309	29.566539556902	41618
30.938093798153	29.566488898365	41618
30.940332462527	29.566440577914	41618
30.942094122713	29.566180308311	41618
30.944327338985	29.565973365093	41618
30.946015669207	29.565682940765	41618
30.947778378091	29.565454413631	41618
30.950256665608	29.565019966573	41618
30.952810411184	29.564679145738	41618
30.954392539426	29.564454534323	41618
30.956809481784	29.564338903075	41618
30.958751557035	29.564074790238	41618
30.960773508055	29.564031175909	41618
30.962680552514	29.563799572645	41618
30.96480312151	29.563531582131	41618
30.966602921576	29.563334046559	41618
30.967782308391	29.562959433924	41618
30.969751594095	29.562440824128	41618
30.971250378245	29.561900627862	41618
30.97260471683	29.561363555876	41618
30.975308902455	29.560162571941	41618
30.977298655349	29.559199207844	41618
30.98021151324	29.557771627037	41618
30.981775642484	29.557039670137	41618
30.983476374551	29.556082611378	41618
30.984599434701	29.555138001434	41618
30.985609714199	29.554068875008	41618
30.98587963381	29.553523505147	41618
30.853649723836	29.554301329957	41622
30.854730883959	29.555326476856	41622
30.856357743735	29.55646695025	41622
30.857542090128	29.557330999753	41622
30.858798674398	29.558193480509	41622
30.861116846475	29.559477846761	41622
30.862955348292	29.560454826318	41622
30.865041412979	29.561267614391	41622
30.867090388651	29.562049409952	41622
30.86888355114	29.562741396284	41622
30.871114206458	29.563550996572	41622
30.873300427696	29.5641074089	41622
30.875633216882	29.564724170946	41622
30.878142381572	29.56521005193	41622
30.880103681686	29.565517151044	41622
30.882944210251	29.566186426928	41622
30.885301694026	29.566453188714	41622
30.887734588433	29.566813597487	41622
30.889729997419	29.56705638906	41622
30.891213569161	29.567119654492	41622
30.894216834559	29.567245399679	41622
30.897064006337	29.567025151192	41622
30.899442832695	29.566846775458	41622
30.901890668609	29.566571639568	41622
30.904234429161	29.566425788735	41622
30.905888949369	29.566199541116	41622
30.908127575871	29.566151237245	41622
30.91043093014	29.56587924143	41622
30.911943132248	29.565719589864	41622
30.913635860653	29.565556046369	41622
30.915222406231	29.565458307403	41622
30.917632957739	29.565152264538	41622
30.920804944236	29.564925068635	41622
30.923077487688	29.564812541241	41622
30.92581617337	29.564594702471	41622
30.928090860819	29.564545639612	41622
30.929505479775	29.564705640348	41622
30.932459704969	29.564451407772	41622
30.935820826816	29.564474163609	41622
30.938338499346	29.564134107058	41622
30.940034397235	29.564065780729	41622
30.943203027586	29.563743449376	41622
30.945176876933	29.563351647981	41622
30.947047833409	29.563120815539	41622
30.948554452754	29.562802600156	41622
30.950280961852	29.562574892788	41622
30.951393672805	29.562360421801	41622
30.952905716606	29.562200839537	41622
30.954056704307	29.562049042664	41622
30.956866321294	29.561798005568	41622
30.959059947684	29.561496761529	41622
30.960715277929	29.561302360857	41622
30.962798362423	29.560940023389	41622
30.964162636948	29.560688415756	41622
30.966090268025	29.560012005909	41622
30.967270689488	29.559669141892	41622
30.968661110793	29.559131301387	41622
30.970156510148	29.558495982213	41622
30.971792979259	29.557762411917	41622
30.973180005286	29.557129453093	41622
30.973992686497	29.55660409125	41622
30.975307459495	29.555972707807	41622
30.976087321065	29.555543290674	41622
30.977009363276	29.555047337663	41622
30.977679792141	29.554588543087	41622
30.978527391945	29.554030720788	41622
30.979302775746	29.553474457661	41622
30.858055859605	29.554270203491	41624
30.858914254109	29.555109496673	41624
30.85998823041	29.555912377537	41624
30.861281967163	29.55680582302	41624
30.862425079424	29.557511888393	41624
30.864441963836	29.558421511357	41624
30.867228562949	29.559663969128	41624
30.869392107624	29.560633901397	41624
30.871517526566	29.561541093442	41624
30.873422192121	29.562325953987	41624
30.8757920678	29.56297370965	41624
30.878452943159	29.563678696805	41624
30.881220096774	29.564317837657	41624
30.883767516675	29.564866402184	41624
30.885768117093	29.565267928887	41624
30.888054426626	29.565567995351	41624
30.89015917277	29.565840206194	41624
30.892657935643	29.566008625216	41624
30.894210518733	29.565975129708	41624
30.895799208407	29.565940855234	41624
30.897133027644	29.565848560382	41624
30.89875463294	29.56571829918	41624
30.900083126341	29.565467328036	41624
30.901994633062	29.565362577554	41624
30.903902937964	29.565162624063	41624
30.905491611165	29.5651283568	41624
30.906754261047	29.565069364486	41624
30.908125228058	29.565008036423	41624
