Day	Time	Rs	Rn	PAR	Tair	RH	u	SatVapPr	VapPress	Battery	!water
78	2100	-0.21193	-25.998	-0.06086	15.416	94.608	0.09604	1.7505	1.656	12.574	0.095
74	1600	637.27	409.56	1331.7	24.593	51.382	0.67696	3.0915	1.588	12.583	0.8035
119	1850	20.798	-10.088	44.964	17.107	93.633	0.73625	1.9499	1.8258	12.456	0.169
106	1100	488.93	283.99	1049	18.937	70.515	0.41846	2.1878	1.5423	12.484	0.5665
70	2350	-0.87773	-17.873	-0.01218	11.651	97.85	0.14329	1.3696	1.3402	12.584	0.061
98	2200	-0.23087	-18.963	-0.02435	10.639	96.783	0.10901	1.2806	1.2394	12.511	0.052
45	1900	115.8	52.133	274	26.03	69.568	0.73717	3.3675	2.3416	12.688	0.326
107	300	-0.19611	-4.3611	0.01828	11.087	100.36	0.00524	1.3194	1.3242	12.479	0.0555
48	1400	339.8	222.58	750.17	21.959	101.45	0.59543	2.6367	2.6749	12.658	0.1645
43	700	0.14483	-3.1045	2.1716	20.225	101.8	0.0247	2.3699	2.4124	12.671	0.063
106	1000	312.5	155.06	688.23	15.47	88.904	0.08214	1.7592	1.5585	12.479	0.446
117	2050	-0.04026	-17.833	0.32872	15.901	77.335	0.689	1.8057	1.3963	12.464	0.1705
43	150	-0.07508	-3.0235	-3.3083	21.459	101.81	0.53984	2.5569	2.6032	12.671	0.048
52	700	-0.70522	-1.5751	-0.32839	21.536	100.38	0.10253	2.5691	2.5787	12.652	0.0625
84	250	-0.04565	-15.231	-0.00609	10.27	99.47	0.05435	1.2495	1.2428	12.551	0.055
77	2350	0.00537	-5.3953	0.04868	17.375	98.816	0.84836	1.9831	1.9596	12.567	0.0675
65	1500	434.37	270.03	904.88	21.775	63.735	1.0327	2.607	1.6614	12.605	0.7305
115	1900	4.7172	-9.3502	13.053	15.833	77.857	0.24335	1.7979	1.3992	12.47	0.161
101	300	-0.04563	-7.8402	0.06087	15.15	92.565	-0.00032	1.7207	1.5928	12.511	0.067
51	1850	223.7	128.17	509.76	27.266	79.881	0.43236	3.6262	2.89	12.661	0.298
78	0	-0.06976	-3.4443	0.0426	17.291	99.002	0.89468	1.9726	1.9528	12.567	0.071
114	2350	-0.4862	-19.4	-1.0722	8.2272	98.052	0.10531	1.0888	1.0677	12.467	0.074
66	2000	11.205	-5.2952	21.173	19.122	75.007	0.85669	2.213	1.6599	12.599	0.162
59	2300	-0.54981	-8.2314	0.83939	20.562	99.916	0.81223	2.4197	2.4177	12.625	0.0655
34	1050	548.38	329.38	1186.9	22.223	59.124	0.51945	2.6794	1.5839	12.69	1.2335
93	1650	519.27	319.66	1087.9	22.091	60.423	1.1198	2.6576	1.6058	12.539	0.6065
35	2250	-0.54188	-67.648	0.00608	14.808	81.208	0.19332	1.6836	1.3665	12.699	0.12
116	1650	96.433	51.075	195.25	16.104	86.628	0.37029	1.8292	1.5845	12.462	0.424
65	2000	7.4348	-18.065	16.363	18.499	76.593	0.3675	2.1285	1.6303	12.606	0.1595
115	950	59.079	37.038	120.61	14.084	101.24	0.11642	1.6062	1.6261	12.459	0.096
79	1800	248.54	142.99	504.86	20.255	65.504	0.88263	2.3745	1.5549	12.572	0.368
47	550	0	-12.881	-0.02434	16.617	99.312	-0.03737	1.89	1.877	12.66	0.0545
79	1550	691.37	458.02	1433.6	21.093	83.666	1.3385	2.5009	2.0925	12.572	0.798
51	1950	50.271	28.028	115.86	23.928	91.137	0.34064	2.9702	2.7069	12.655	0.1765
112	1900	8.0066	-17.656	20.233	17.673	91.576	0.05528	2.0211	1.8505	12.482	0.134
81	650	-0.03759	-26.936	-0.42013	11.769	99.714	0.03489	1.3804	1.3764	12.558	0.0645
106	1450	415.85	268.28	850.07	20.289	62.818	0.45367	2.3794	1.4945	12.487	0.7215
97	1650	513.56	305.94	1071.8	22.167	55.539	0.80759	2.6706	1.4824	12.519	0.6245
56	400	-0.00805	-16.966	-0.12175	15.356	99.606	0.15441	1.7437	1.7368	12.628	0.081
80	250	-0.1799	-6.5249	-1.5772	12.869	99.941	0.16738	1.4841	1.4831	12.564	0.089
113	1800	141.5	62.595	272.97	19.71	77.547	0.45552	2.2962	1.7793	12.474	0.1445
106	700	-0.20419	-23.429	0	7.2632	99.958	0.07473	1.0194	1.019	12.481	0.065
48	1100	178.72	120.62	402.88	21.108	101.65	0.43051	2.5025	2.5437	12.659	0.086
84	50	-0.32484	-17.192	-0.30442	11.067	98.256	0.09697	1.3176	1.2946	12.551	0.063
117	1050	72.123	32.434	141.19	15.576	82.183	0.40735	1.7686	1.453	12.458	0.274
92	0	-0.50445	-1.9169	-0.03651	18.011	99.077	1.218	2.0642	2.0452	12.535	0.085
95	1100	217.49	139	438.68	17.783	76.052	0.26281	2.0352	1.547	12.516	0.584
75	650	0	-15.212	-0.00609	12.604	100.32	0.08492	1.4585	1.4632	12.564	0.0995
118	2350	-0.051	-10.57	1.047	15.608	96.548	0.39345	1.7724	1.7103	12.459	0.0865
51	200	-0.09388	-0.69544	-1.5694	20.511	101.84	0.75108	2.4121	2.4566	12.645	0.06
43	250	-0.09653	-5.7713	-1.9521	21.321	101.8	0.40086	2.5354	2.5811	12.671	0.087
94	2200	-0.21473	-6.232	-0.07305	12.283	98.451	0.09604	1.4281	1.406	12.517	0.058
48	650	-0.10193	-1.9947	-1.3748	20.368	101.25	0.09419	2.391	2.4209	12.659	0.0445
86	1000	249.16	151.96	542.13	18.754	87.356	0.19518	2.1645	1.8881	12.536	0.792
100	1750	176.64	112.56	363.05	20.676	65.599	0.17201	2.4372	1.5979	12.513	0.304
116	1600	104.5	57.154	208.74	16.95	78.607	0.74552	1.9322	1.5138	12.463	0.3475
50	1200	281.62	181.61	608.57	21.854	96.596	1.1069	2.6195	2.5304	12.651	0.19
110	2150	-0.03489	-12.889	-0.14001	15.058	98.632	-0.03089	1.7106	1.6872	12.483	0.085
64	350	-0.00537	-16.353	0	10.812	99.015	0.09789	1.2955	1.2827	12.604	0.089
94	2100	-0.36503	-47.613	-0.23132	12.948	91.008	0.1192	1.4922	1.3575	12.523	0.1085
85	200	0.02417	-17.361	0	9.4	98.721	0.18962	1.1786	1.1636	12.545	0.0615
91	350	-0.01878	-7.1379	-0.93109	16.013	93.637	0.91692	1.8187	1.7029	12.534	0.09
74	2050	-0.09923	-62.786	-0.04868	15.701	80.368	0.21	1.7829	1.4325	12.58	0.1515
36	300	-0.48869	-19.829	0	9.9417	96.201	0.23224	1.2223	1.1759	12.677	0.1055
50	1400	304.12	197.16	654.26	22.282	93.631	1.218	2.6888	2.5175	12.651	0.3715
96	2150	-0.15031	-50.122	-0.35307	12.597	87.452	0.26374	1.4578	1.2747	12.517	0.079
56	650	0	-21.247	-0.12784	15.242	100.39	0.10716	1.731	1.7377	12.629	0.0575
101	1300	676.09	419.57	1447.8	23.626	48.569	0.4583	2.917	1.4168	12.506	0.91
109	1050	48.541	34.076	112.87	16.616	101.68	0.99753	1.8899	1.9218	12.483	0.078
60	1650	641.95	427.33	1378.7	24.672	66.533	1.2903	3.1058	2.0659	12.624	0.746
68	1100	327.62	198.72	707.85	23.027	91.285	0.77331	2.814	2.5685	12.603	0.7695
74	1100	605.15	373.41	1264.8	21.601	66.619	0.66028	2.5797	1.7178	12.577	0.8855
58	1800	359.34	207.52	779.6	23.902	76.828	1.2829	2.9656	2.2783	12.63	0.4075
104	600	-0.53415	-32.071	0.65136	15.768	95.439	0.57412	1.7904	1.7088	12.504	0.1125
118	450	-0.04564	-10.872	0.31659	15.393	83.603	0.35639	1.7478	1.4613	12.466	0.077
57	850	94.407	41.344	222.57	19.159	91.448	0.45552	2.2183	2.0284	12.627	0.3245
89	350	-0.13958	-9.0828	-0.6757	14.319	99.462	0.12847	1.6309	1.6221	12.537	0.0695
99	1800	77.781	43.496	159.33	18.198	70.172	0.6853	2.0887	1.4656	12.514	0.2025
78	50	-0.15026	-3.0245	-0.03651	17.109	100.25	1.2106	1.95	1.955	12.568	0.0675
113	0	-0.07247	-18.596	-0.02435	13.623	98.104	0.03119	1.5589	1.5293	12.478	0.083
55	150	-0.95505	-2.9174	-0.20078	18.772	99.616	0.07844	2.1652	2.1569	12.64	0.092
89	1100	549.12	331.85	1179.1	20.535	57.644	0.89005	2.4157	1.3924	12.534	0.667
84	650	-0.19342	-23.319	0.01828	8.6595	99.898	0.06732	1.1212	1.12	12.54	0.0825
36	800	146.62	35.881	326.02	11.498	99.3	0.0423	1.3576	1.3484	12.671	0.3645
114	2150	-0.30607	-17.552	-0.33491	10.512	97.788	0.08585	1.2699	1.2418	12.465	0.0675
103	1500	332.71	207.8	707.49	20.421	82.61	1.7359	2.399	1.9816	12.5	0.3585
105	1650	186.56	118.18	373.3	19.553	70.641	0.26281	2.2732	1.6058	12.493	0.3855
87	1250	616.82	411.74	1333.1	24.867	64.606	1.2671	3.1427	2.0293	12.551	0.926
87	1000	380.23	217.53	860.4	22.213	78.255	0.7798	2.6788	2.0935	12.54	0.87
54	2100	-0.10726	-8.2083	-0.58989	20.382	86.042	0.37492	2.393	2.0589	12.644	0.132
85	650	-0.00269	-22.661	0	8.1157	99.359	0.06917	1.0805	1.0736	12.534	0.058
82	800	12.003	-12.856	35.416	9.6729	100.2	0.09975	1.2005	1.2028	12.552	0.1225
116	1500	188.16	108.5	375.79	16.744	78.946	0.89746	1.9066	1.5022	12.462	0.4015
95	2050	-0.10465	-23.686	-0.96758	14.367	87.281	0.15626	1.6361	1.4279	12.521	0.121
62	2350	-1.6824	-16.948	-1.2536	15.831	102.24	0.00617	1.7976	1.838	12.613	0.083
104	2000	-0.15027	-59.003	-1.7891	13.39	82.949	0.23687	1.5358	1.2732	12.503	0.1215
69	450	-0.23073	-3.9289	0.08519	18.033	101.33	0.47591	2.067	2.0944	12.601	0.0685
115	850	13.482	5.722	27.829	12.876	101.21	0.0108	1.4847	1.5027	12.459	0.0775
91	850	11.4	4.4695	26.468	15.326	99.919	0.3953	1.7403	1.7389	12.53	0.108
66	900	157.24	85.791	347.33	19.593	76.866	0.94842	2.2792	1.7512	12.6	0.5075
105	550	-1.1283	-22.015	0.04874	7.8671	99.984	0.10901	1.0624	1.0622	12.487	0.082
115	1200	220.76	145.14	451.04	16.822	94.568	0.15997	1.9154	1.8106	12.465	0.3345
45	1450	736.34	495.2	1591.9	27.952	69.88	0.86133	3.7701	2.6333	12.68	1.137
76	900	43.718	24.337	113.9	14.518	97.112	0.03026	1.6521	1.6045	12.57	0.1445
51	2050	8.5084	1.9867	17.394	23.063	95.116	0.5176	2.8194	2.6814	12.656	0.131
42	850	19.936	15.122	48.587	21.254	101.58	0.54076	2.525	2.5649	12.671	0.05
74	950	314.7	142.91	684.65	17.976	78.812	0.35454	2.0603	1.6232	12.575	0.6465
95	850	18.149	3.0272	39.856	14.122	86.736	0.31562	1.6102	1.3966	12.518	0.196
75	2200	-0.30589	-23.338	-0.30427	17.371	78.856	0.46386	1.9832	1.563	12.574	0.139
118	1250	397.09	247.12	826.97	19.833	64.707	1.2051	2.3133	1.4967	12.462	0.7195
86	1650	469.24	285.63	1004.6	24.589	62.392	1.1754	3.0917	1.9278	12.551	0.476
85	950	159.8	71.128	385.66	14.928	98.971	0.05898	1.6969	1.6785	12.539	0.3285
114	50	-0.05638	-14.898	-0.4262	11.527	99.002	-0.00032	1.3584	1.3449	12.472	0.0775
107	2350	-0.08321	-11.175	1.1383	14.581	96.651	0.08307	1.6588	1.6032	12.484	0.0865
108	1200	128.61	70.36	260.73	16.425	97.197	0.34527	1.8673	1.8148	12.482	0.345
115	150	-0.16656	-13.626	0.67019	7.3691	99.254	0.17109	1.0269	1.0192	12.461	0.0645
111	500	-0.02148	-20.489	0.34705	12.266	100.38	0.09419	1.4264	1.4318	12.478	0.0785
101	200	-0.03758	-7.9389	-0.07305	15.228	95.012	0.0386	1.7294	1.6431	12.51	0.078
66	1950	29.917	10.564	58.903	19.236	72.409	0.84743	2.2288	1.614	12.606	0.195
120	950	34.357	8.0721	83.215	17.722	89.406	0.9336	2.027	1.8122	12.456	0.2945
59	700	-0.00268	-3.0386	-1.5391	19.392	101.89	0.22482	2.2506	2.2932	12.627	0.069
55	1100	303.74	197.96	633.16	21.843	81.397	0.54169	2.6181	2.1308	12.638	0.5825
65	350	-0.01074	-16.761	0	11.792	99.33	0.08029	1.3824	1.3732	12.597	0.0765
83	550	0	-19.9	0	9.0176	99.506	0.12291	1.1486	1.1429	12.546	0.0615
38	250	-0.01342	-63.706	-0.12786	12.087	82.064	0.27485	1.4098	1.1566	12.677	0.079
54	2350	-0.04828	-3.6511	-0.82123	18.86	98.855	0.24336	2.1771	2.1522	12.64	0.0585
80	850	67.618	2.0453	165.1	12.603	99.7	0.11272	1.459	1.4548	12.558	0.221
101	1500	633.41	400.28	1356	23.433	50.217	0.85762	2.8829	1.4477	12.512	0.8295
88	1350	129.8	70.811	281.43	20.607	83.735	0.24335	2.4265	2.0319	12.541	0.4135
64	2200	-1.6607	-35.252	-0.69973	16.528	95.436	0.09419	1.8797	1.7939	12.607	0.066
107	2300	-0.09126	-10.454	0.01826	15.024	94.559	0.02377	1.7069	1.6138	12.491	0.064
119	700	-0.18252	-19.555	0.29828	14.675	98.088	0.15348	1.669	1.637	12.465	0.077
73	200	-0.59589	-10.928	-0.40786	15.628	98.825	0.03026	1.7744	1.7535	12.582	0.076
119	200	-0.02684	-24.507	0.07914	16.565	81.42	0.53242	1.8838	1.5337	12.464	0.109
73	2000	-0.13944	-8.8598	2.1041	19.507	100.13	0.46386	2.2669	2.2695	12.585	0.146
67	50	-1.0678	-17.209	-2.9084	18.869	81.902	0.50092	2.1783	1.7842	12.601	0.126
32	1900	296.23	103.88	599.76	23.021	50.874	0.77517	2.8122	1.4306	12.721	0.43
53	1150	148.3	89.395	311.67	22.491	86.943	0.66769	2.724	2.3672	12.644	0.668
80	1800	152.38	97.781	335.53	19.352	84.343	0.42958	2.245	1.8933	12.573	0.2695
101	2150	-0.20131	-21.708	-0.88876	11.308	94.956	0.10809	1.3389	1.2713	12.511	0.0585
102	1150	89.263	62.666	216.11	18.235	102.12	1.0874	2.0935	2.1379	12.502	0.0655
47	2350	-1.0699	-17.396	-1.5994	21.035	96.234	-0.05498	2.4912	2.3975	12.664	0.102
80	1400	762.6	505.91	1595	22.975	68.149	0.77702	2.8065	1.9088	12.564	0.6875
56	1550	681.53	444.54	1428	28.06	52.961	0.7344	3.7947	2.0088	12.642	0.9955
109	100	-0.80256	-7.2038	0.53569	15.666	101.56	0.147	1.7787	1.8064	12.485	0.067
95	1700	243.09	155.39	499.38	19.014	66.432	0.8604	2.1981	1.4602	12.52	0.4775
50	400	0.08584	-1.6814	-0.365	19.254	99.568	0.02841	2.2312	2.2216	12.653	0.047
76	2250	-0.10468	-27.168	-0.9192	15.341	99.669	0.58894	1.742	1.7363	12.575	0.1225
49	850	33.282	23.502	76.348	18.828	102.24	0.04045	2.1728	2.2215	12.653	0.0955
108	1350	335.91	210.8	707.74	17.803	92.835	1.0957	2.0377	1.8913	12.489	0.158
70	1200	353.11	233.5	751.73	17.837	99.165	0.98826	2.0423	2.0253	12.581	0.33
116	1900	6.5545	-26.15	16.521	14.712	81.008	0.33415	1.6731	1.3546	12.464	0.124
40	2000	35.587	18.684	69.015	19.721	94.531	0.34712	2.297	2.1714	12.69	0.102
106	2300	-0.48863	-23.509	-0.77328	9.734	95.061	0.07658	1.2056	1.1461	12.485	0.06
101	450	-0.051	-7.7398	0.03652	14.939	96.225	0.08678	1.6975	1.6334	12.504	0.0635
61	850	155.14	36.971	347.04	16.896	100.7	0.04879	1.9252	1.9382	12.615	0.3255
47	50	-0.44528	-12.913	-0.96727	18.583	98.229	0.05435	2.1397	2.1018	12.673	0.089
66	2300	-0.96045	-24.915	-1.2169	18.501	82.838	0.35546	2.1288	1.7635	12.606	0.138
48	150	-0.1046	-4.3114	-0.29806	20.612	98.695	-0.03089	2.4272	2.3955	12.665	0.062
50	900	26.281	16.911	57.291	20.699	101.45	0.13866	2.4402	2.4756	12.652	0.065
60	1700	607.99	395.26	1293.6	24.726	66.639	1.3172	3.1159	2.076	12.624	0.57
65	0	-0.00805	-17.851	-0.54779	14.352	97.774	0.07751	1.6345	1.5982	12.607	0.062
84	2300	-0.00537	-16.99	0	10.775	97.423	0.13125	1.2923	1.259	12.55	0.066
41	250	0.01878	-3.5077	0.24334	19.647	98.165	0.35083	2.2864	2.2445	12.679	0.057
54	50	-0.78316	-3.6032	-2.4391	20.575	97.673	0.35176	2.4217	2.3653	12.645	0.059
87	700	-0.13152	-9.2733	0.45656	14.843	100.74	0.13866	1.6871	1.6995	12.543	0.0675
110	1050	111.86	70.513	243.11	19.321	96.4	0.32767	2.2407	2.16	12.489	0.127
100	850	14.1	4.0048	30.826	13.861	97.562	-0.00031	1.5831	1.5445	12.505	0.1055
116	250	-0.05101	-14.569	-0.10961	11.884	98.666	0.01451	1.3909	1.3724	12.466	0.0745
101	600	-0.01342	-8.5594	0.01217	14.643	96.046	-0.04015	1.6655	1.5996	12.504	0.0675
33	550	-0.00537	-37.444	0	12.386	87.51	0.30172	1.4376	1.258	12.683	0.108
56	1450	857.44	561.56	1801.7	28.313	52.68	0.86226	3.8498	2.0279	12.635	1.0225
49	900	46.589	35.062	109	19.249	102.2	0.03582	2.2307	2.2797	12.653	0.1
91	550	0.02684	-3.8638	0.01826	15.514	98.398	0.38604	1.7614	1.7332	12.529	0.082
44	1950	100.58	58.06	208.4	21.142	96.987	0.50278	2.5077	2.4321	12.671	0.056
41	1950	23.411	9.8684	53.425	20.231	90.491	1.256	2.3707	2.1453	12.684	0.11
108	2350	0.02416	-3.3514	0.41394	15.735	101.41	0.14607	1.7866	1.8118	12.484	0.069
53	2150	-0.36468	-8.7971	-0.31015	20.665	93.873	0.04972	2.4351	2.2859	12.645	0.117
74	2300	-0.00268	-20.135	-0.00609	11.807	97.7	0.02748	1.3838	1.352	12.576	0.114
89	850	22.451	6.0107	62.028	12.443	98.992	0.07381	1.443	1.4285	12.531	0.1875
58	2250	-0.46927	-12.921	-1.9461	21.094	91.661	0.39438	2.5004	2.2918	12.632	0.0905
74	1000	417	228.69	902.39	19.457	74.166	0.42958	2.2603	1.6755	12.572	0.775
92	1650	12.441	11.966	44.573	19.867	102.5	0.62971	2.3179	2.3757	12.534	0.075
59	50	-0.23871	-5.9978	-1.2896	20.151	100.89	0.69456	2.3591	2.3801	12.633	0.0795
66	1750	269.27	170.41	585.2	20.674	73.832	1.3672	2.4365	1.7988	12.605	0.503
45	1750	559.6	347.96	1198.5	29.241	62.791	0.85206	4.062	2.55	12.681	0.7515
57	650	-1.897	-31.86	-1.2353	17.767	94.779	0.34342	2.0328	1.9265	12.627	0.0995
84	2150	-0.44283	-20.404	-0.78508	12.238	95.205	0.11828	1.4238	1.3555	12.549	0.0725
55	900	108.53	64.041	237.71	18.794	95.45	0.33508	2.1682	2.0695	12.633	0.2455
52	1650	144.22	88.518	307.18	22.901	89.123	0.9234	2.792	2.4883	12.644	0.3265
73	1550	522.94	337.53	1106.3	22.441	99.08	1.3524	2.7152	2.6902	12.585	0.6135
65	1950	32.501	2.5088	65.042	18.899	74.333	0.4231	2.1825	1.6222	12.605	0.18
53	1300	457.36	301.83	955.55	24.812	75.241	0.92063	3.1319	2.3563	12.643	0.4075
101	250	-0.02147	-7.8688	-0.06696	15.14	95.276	0.09882	1.7196	1.6384	12.505	0.0685
96	800	6.2481	-20.6	20.101	12.885	96.802	0.21834	1.4855	1.438	12.512	0.158
94	1700	232.07	138.21	481.12	19.017	61.891	0.94101	2.1995	1.3599	12.527	0.5505
33	250	-0.03221	-21.741	-0.04871	12.516	92.116	0.1155	1.4499	1.3356	12.689	0.094
91	1900	4.9131	2.0564	14.818	17.909	100.15	1.4812	2.0511	2.0542	12.535	0.07
65	1350	215.58	131.54	432.79	21.199	70.635	0.71958	2.5182	1.7769	12.598	0.728
87	650	-0.08858	-15.226	-1.0349	15.146	100.32	0.10716	1.7205	1.7261	12.543	0.138
105	250	-0.39221	-13.812	0	9.4995	100.51	0.09697	1.1865	1.1926	12.487	0.0575
86	1550	569.25	358.8	1210.1	24.989	59.216	1.193	3.1674	1.8728	12.55	0.752
35	0	-0.02415	-49.536	-0.10954	14.544	86.326	0.18313	1.655	1.4285	12.699	0.1165
109	50	-0.62272	-3.3877	0.43221	15.74	101.59	0.18776	1.7872	1.8156	12.484	0.0625
100	250	-0.03222	-10.098	0.0548	13.306	99.287	0.04786	1.527	1.5161	12.504	0.066
108	650	-0.49664	-9.2525	0.06088	13.63	101.42	0.06917	1.5595	1.5817	12.485	0.0825
55	450	-0.94705	-4.0436	-0.00608	18.526	99.735	0.04138	2.1321	2.1264	12.633	0.055
42	1550	166.48	115.87	375.67	22.598	101.28	0.66584	2.7408	2.776	12.677	0.033
77	800	13.815	-3.4626	36.354	12.331	102.32	0.17016	1.4327	1.4659	12.558	0.1385
77	1250	810.77	530.36	1715.9	23.497	60.802	1.6034	2.8943	1.7598	12.571	0.9055
91	50	-0.161	-13.604	-0.28602	18.089	66.394	1.306	2.0745	1.377	12.535	0.118
107	1600	180.59	116.26	367.79	18.866	68.88	0.63805	2.178	1.5001	12.487	0.3215
98	1350	769.31	499.08	1589.8	22.397	60.793	1.2597	2.7077	1.6458	12.512	0.854
118	1500	274.95	175.52	567.78	19.606	68.21	1.1041	2.2813	1.555	12.455	0.607
34	1600	782.58	506.74	1684.7	25.906	55.097	0.95862	3.3422	1.8411	12.708	1.2345
108	100	-0.09395	-10.295	0.55395	14.613	94.529	0.00802	1.6622	1.5712	12.491	0.0695
100	1550	393.25	256.84	797.48	21.362	61.573	0.52501	2.5419	1.5652	12.513	0.6105
88	850	29.842	10.805	62.043	16.598	99.043	0.31655	1.8878	1.8697	12.543	0.1365
108	800	1.9329	-5.2687	3.4582	13.593	101.98	0.04416	1.5558	1.5866	12.485	0.088
57	800	60.641	17.84	144.71	18.158	95.668	0.44348	2.0836	1.993	12.627	0.2945
93	600	-3.0777	-2.339	0	18.738	102.59	0.28783	2.1606	2.2166	12.535	0.0825
79	2350	-0.89665	-12.755	-0.99847	11.701	99.154	0.08029	1.3742	1.3626	12.564	0.111
103	1900	15.637	2.5817	27.467	17.162	97.032	0.74922	1.9565	1.8984	12.509	0.0965
95	1950	4.8689	-50.028	15.24	15.854	79.431	0.27671	1.8009	1.4298	12.521	0.1305
90	0	-0.03491	-23.382	-0.01218	8.7649	97.047	0.14051	1.1292	1.0958	12.532	0.1135
73	2350	-1.4031	-9.1248	0.01217	17.676	101.58	0.33879	2.0211	2.053	12.581	0.085
115	1250	303.46	201.91	641.44	18.094	85.464	0.45831	2.0755	1.7741	12.464	0.386
33	1400	969.65	624.02	2038	26.324	44.223	1.0327	3.4257	1.5148	12.708	1.4025
77	600	-0.02685	-20.034	-0.26793	11.545	101.95	0.03211	1.3601	1.3867	12.563	0.0925
71	2150	-1.0571	-20.537	-0.54155	13.271	95.675	0.14051	1.5235	1.4576	12.587	0.135
93	400	-1.127	-2.6085	-0.06694	18.425	102.51	0.18313	2.1186	2.1717	12.535	0.084
109	600	-0.87503	-1.142	0.88876	15.931	101.65	0.71957	1.8091	1.839	12.484	0.0645
51	1350	407.68	271.37	840.94	25.99	92.643	0.42309	3.3589	3.112	12.649	0.6345
115	2350	-0.09664	-25.551	0.07306	13.654	92.844	0.02563	1.562	1.4502	12.465	0.0825
95	900	45.817	20.836	97.079	14.497	86.057	0.35361	1.6499	1.4197	12.518	0.2515
50	850	37.857	23.814	78.781	20.469	101.57	0.14422	2.4059	2.4437	12.653	0.044
116	100	-0.06712	-14.311	0.39575	12.02	97.507	0.0108	1.4034	1.3684	12.459	0.0775
49	650	-0.40512	-1.2872	0.01825	18.131	102.25	0.04045	2.0801	2.1269	12.653	0.059
59	250	-0.01341	-2.3952	0.13384	19.743	101.79	0.16182	2.3002	2.3414	12.626	0.078
80	900	203.32	49.251	442.76	15.357	93.135	0.1785	1.7469	1.6218	12.557	0.2535
50	1300	277.11	178.78	605.54	21.832	95.397	1.1365	2.616	2.4956	12.651	0.269
45	600	-0.12874	-5.5881	-2.9014	20.382	102.07	0.04045	2.393	2.4425	12.672	0.0545
37	150	-0.10737	-7.4036	-1.0775	15.219	90.354	0.23224	1.7288	1.5616	12.681	0.0945
99	800	3.9006	-4.3946	12.685	8.6277	100.38	0.08678	1.1189	1.1232	12.501	0.0805
60	150	-0.96831	-8.453	-0.146	19.754	101.95	0.65102	2.3017	2.3466	12.626	0.067
69	1250	172.91	111.4	357.5	18.412	98.868	1.3153	2.1169	2.093	12.594	0.1005
86	1050	265.15	156.57	561.24	19.966	77.398	0.71865	2.3328	1.8055	12.541	0.7445
54	900	76.134	53.212	169.28	21.893	102.21	0.80388	2.6257	2.6837	12.639	0.206
103	450	0.16631	-7.9563	0.073	19.341	102.18	1.6211	2.2441	2.2931	12.508	0.0725
108	0	-0.14226	-10.924	0.71831	14.674	93.265	0.1016	1.6688	1.5559	12.49	0.0825
89	1450	641.39	417.75	1344.9	21.812	54.851	0.79184	2.6139	1.4316	12.539	0.8295
49	1150	391.89	246.14	838.01	22.521	98.097	0.37862	2.7286	2.6765	12.65	0.5245
54	500	-0.19313	-2.0762	-0.01825	20.65	101.99	0.99568	2.4329	2.4812	12.645	0.0655
57	150	-1.4435	-10.227	-0.13996	18.288	87.531	0.32859	2.1005	1.8385	12.633	0.094
67	1250	426.85	275.38	898.94	23.401	77.511	0.7659	2.878	2.2294	12.604	0.8025
82	700	-0.45123	-23.413	-0.06091	10.137	100.26	0.07566	1.2385	1.2418	12.552	0.086
103	1400	539.12	354.93	1192.9	20.181	89.19	1.6313	2.3638	2.1075	12.501	0.5235
93	1000	211	116.01	500.56	19.656	101.58	0.98362	2.2879	2.324	12.527	0.252
55	2100	-0.38613	-34.13	-1.7332	17.763	92.676	0.07658	2.0325	1.8832	12.638	0.123
108	1100	262.23	167.16	550.48	16.663	98.246	0.22297	1.8965	1.8628	12.484	0.247
63	1900	108.9	17.437	235.28	20.65	64.221	1.2199	2.4336	1.563	12.617	0.2685
57	900	152.23	95.038	335.32	20.127	88.595	0.40179	2.3567	2.0862	12.633	0.3375
64	2300	-0.61714	-12.482	-0.48682	15.337	97.42	0.05805	1.7415	1.6967	12.607	0.067
106	750	-0.08867	-23.865	0.00609	7.0986	99.887	0.10438	1.008	1.0069	12.481	0.0975
75	350	0	-17.15	0	12.407	99.231	0.04045	1.4397	1.4287	12.571	0.1115
76	1200	250.23	146.67	520.83	18.457	83.318	0.80759	2.1233	1.7685	12.574	0.3815
75	1950	38.558	-8.4314	67.742	19.312	70.654	0.81223	2.2399	1.5827	12.579	0.182
118	950	214.46	95.898	435.81	15.837	87.99	0.30914	1.8027	1.5776	12.459	0.4715
115	1650	173.4	108.28	362.72	17.586	75.942	0.59265	2.0098	1.5261	12.462	0.465
110	2000	-0.0322	-15.732	0.39554	16.239	97.737	-0.03645	1.8451	1.8033	12.482	0.1355
108	1900	4.3291	-1.3016	8.6737	15.573	100.23	0.20073	1.7682	1.7723	12.483	0.0665
96	1700	403.28	213.66	843.87	20.941	57.028	0.95491	2.4772	1.4126	12.519	0.473
65	1850	102.88	45.272	214.87	19.732	70.842	0.54817	2.2986	1.6284	12.605	0.2955
63	300	-0.05368	-12.461	-0.17653	13.825	102.4	0.00246	1.5795	1.6174	12.609	0.0545
62	1950	65.5	34.416	125.62	18.543	102.04	0.63156	2.1344	2.1779	12.62	0.091
62	50	-0.00268	-12.916	-0.48683	16.033	98.667	0.01822	1.8209	1.7967	12.62	0.126
101	500	-0.04563	-7.9327	0.0487	14.819	96.335	-0.0244	1.6844	1.6227	12.503	0.063
