Europe	Asia	Africa	NorthAmerica	Africaner	Portugal	SOTO	Spain	Suisse	Thailand	USAB	USAW	ZULU	male	female	PUSA	PUSB	PUSC	SSPIA	SSPIB	SSPIC	SSPID	!Age
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1	2	3	2	2	46
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	2	2	1	1	46
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	3	1	1	46
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	2	4	2	1	48
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	4	2	1	48
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	3	1	1	49
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	2	2	2	49
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	1	2	2	2	49
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	2	1	2	2	2	2	49
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	2	2	2	49
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	2	2	2	50
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	2	2	2	2	50
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	4	2	1	52
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	4	2	2	52
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	2	2	4	2	1	52
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1	2	3	2	2	52
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	4	2	1	52
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	1	4	2	2	52
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	4	2	1	53
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1	2	4	2	1	53
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	3	2	2	53
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	4	1	1	54
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	4	2	1	54
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	2	3	2	2	54
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	2	4	2	2	54
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1	2	3	2	2	54
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1	2	2	2	2	54
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	2	2	2	54
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	1	1	2	2	2	1	55
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	4	2	1	56
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	2	4	2	1	56
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	4	2	1	57
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	3	1	2	4	2	1	57
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1	2	2	2	1	57
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1	1	2	1	1	57
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	2	1	2	4	2	1	58
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	4	2	1	58
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	2	2	1	58
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	4	1	1	58
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1	2	4	1	1	58
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	2	2	2	1	59
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	2	2	4	2	2	59
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	2	2	4	2	1	59
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	2	4	2	2	59
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	2	4	2	2	59
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	2	1	2	4	2	2	60
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	2	1	2	2	1	2	60
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	1	3	2	2	60
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	2	1	3	2	2	60
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	4	2	2	62
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1	2	4	2	1	62
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	4	2	1	62
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	2	1	1	62
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	2	3	2	1	62
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	2	2	4	2	2	62
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	2	1	4	1	1	62
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	2	2	4	2	1	62
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	2	2	4	2	1	63
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	4	2	2	63
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	2	4	2	1	64
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	4	2	1	64
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	4	2	2	64
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	3	2	2	64
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	2	2	4	2	1	65
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	4	2	2	65
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	4	2	1	65
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	2	2	4	2	1	65
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	4	2	2	65
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	2	4	2	1	65
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1	2	3	2	1	66
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1	2	2	2	1	66
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	2	4	2	2	68
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	2	2	2	3	2	2	68
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	2	1	1	2	2	2	68
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	2	2	3	2	2	69
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	2	1	2	4	1	1	69
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	4	1	1	69
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	2	4	1	1	70
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	4	1	1	70
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	2	4	2	1	71
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	4	2	1	71
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	3	1	2	4	2	2	73
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	3	1	2	4	2	2	73
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	4	2	1	75
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	4	2	1	82
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1	2	4	2	1	82
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	3	2	2	4	2	1	83
1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	3	1	2	4	2	1	83
1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	3	1	2	4	2	2	96
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	1	2	2	1	2	34
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	3	1	1	2	1	1	39
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	1	2	2	1	1	44
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	2	2	2	4	1	1	52
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	2	1	2	4	1	2	52
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	1	3	2	2	53
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	1	3	1	2	53
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	1	2	2	1	2	53
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	1	1	2	1	2	53
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	2	3	2	2	59
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	2	4	2	2	63
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	1	4	2	2	63
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	2	3	2	2	63
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	1	2	3	1	2	63
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	2	2	1	3	1	1	64
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	2	3	1	1	64
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	2	3	2	2	64
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	2	3	1	2	64
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	1	3	2	1	65
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	1	1	3	2	2	65
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	2	2	2	2	66
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	2	3	2	2	66
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	1	2	2	1	2	66
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	1	2	3	1	2	66
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	2	3	1	2	67
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	1	2	3	1	2	68
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	1	2	3	2	2	68
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	2	4	2	2	68
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	2	3	2	1	68
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	2	3	1	1	68
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	2	3	1	2	68
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	1	2	3	1	2	68
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	1	2	2	1	2	68
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	2	4	1	1	70
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	1	2	4	2	1	72
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	2	4	2	2	72
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	1	2	4	2	2	72
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	2	4	1	2	72
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	1	2	4	2	1	72
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	2	3	1	1	73
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	2	3	1	2	73
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	1	2	4	2	2	73
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	1	2	3	2	2	73
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	1	2	4	2	1	74
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	2	1	2	3	1	2	74
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	2	1	2	3	1	2	74
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	2	3	2	2	75
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	1	2	3	1	2	75
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	2	3	1	2	76
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	2	3	2	2	76
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	1	2	3	2	2	77
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	2	4	2	2	78
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	1	2	4	1	2	78
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	1	2	4	2	2	78
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	2	4	2	2	81
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	1	2	4	1	1	81
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	2	4	2	2	83
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	2	2	3	2	2	83
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	1	2	4	1	2	83
1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	1	2	3	1	2	84
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	1	2	3	2	2	86
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	2	3	2	1	87
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	2	3	1	2	88
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	2	4	2	2	88
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	2	4	2	1	89
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	2	4	1	1	89
1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	3	2	2	4	2	2	92
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	3	2	2	1	2	1	26
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	3	2	2	1	1	1	26
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2	1	2	2	1	1	31
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	1	2	2	2	1	31
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	1	2	2	1	2	34
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	1	2	2	1	1	36
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	2	1	1	2	1	2	37
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	2	1	2	2	2	1	45
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	2	1	2	2	1	1	45
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	1	2	2	2	2	46
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	2	2	2	2	2	2	46
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	2	1	2	1	1	46
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	2	2	3	2	2	47
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	3	2	2	2	2	2	51
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	2	2	2	2	2	52
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	1	2	2	2	2	52
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	2	1	2	2	1	2	55
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	2	2	2	1	1	55
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	2	2	2	1	2	57
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	2	2	2	2	2	58
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	2	2	3	1	1	60
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	2	2	2	3	1	1	60
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	1	2	3	1	1	62
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	2	1	2	3	2	2	68
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	2	2	3	2	1	68
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	2	2	4	2	2	68
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	2	1	2	3	2	1	69
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	1	2	3	2	1	69
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	2	2	4	1	2	70
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	2	2	4	2	2	71
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	2	2	2	1	2	72
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	2	2	3	2	2	73
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	2	2	3	2	2	73
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	1	2	3	2	2	76
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	2	2	3	2	2	76
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	2	2	2	2	2	76
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	2	2	4	2	2	76
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	2	1	2	1	2	76
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	2	1	3	2	2	76
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	2	2	3	2	2	76
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	1	2	3	2	2	77
1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	1	2	3	2	2	77
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	4	3	2	2	4	2	2	81
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	2	2	3	2	1	83
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	2	2	4	2	2	85
1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	2	2	3	2	1	86
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	21
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	21
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	1	1	2	1	1	1	22
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	1	1	1	1	1	1	22
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	2	1	1	1	1	1	23
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	2	1	2	1	1	1	23
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	1	1	1	1	1	1	23
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	1	1	1	1	1	1	23
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	3	1	2	1	1	2	24
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	3	1	2	1	1	1	24
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	1	1	2	2	1	1	26
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	2	2	2	2	1	1	26
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	1	2	1	1	1	27
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	1	2	2	1	1	27
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	3	1	1	1	1	1	28
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	1	1	1	1	1	28
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	1	1	2	1	1	1	28
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	2	1	2	2	1	1	32
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	1	1	2	1	1	32
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	3	1	2	2	1	1	32
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	2	1	2	2	1	1	33
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	1	2	2	2	1	34
