Europe	Asia	Africa	NorthAmerica	Africaner	Portugal	SOTO	Spain	Suisse	Thailand	USAB	USAW	ZULU	male	female	PUSA	PUSB	PUSC	SSPIA	SSPIB	SSPIC	SSPID	!Age
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	3	1	2	2	1	1	37
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	3	1	1	2	1	1	37
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	1	2	2	1	1	37
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	2	2	2	1	2	38
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	3	1	2	1	1	1	38
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	2	1	1	1	1	1	38
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	2	2	2	1	1	41
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	2	2	2	2	1	41
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	3	1	1	2	1	2	42
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	3	1	1	2	1	1	42
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	1	2	3	1	2	42
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	1	2	3	2	1	43
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	1	1	2	1	1	43
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	1	2	1	1	1	46
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	1	2	3	2	1	46
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	2	2	3	1	1	46
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	1	2	3	1	2	48
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	3	1	2	2	1	2	48
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	1	2	2	2	2	48
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	2	2	3	1	2	51
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	2	2	2	1	2	51
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	2	2	2	2	2	53
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	2	1	2	2	2	53
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	2	2	3	1	2	53
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	1	2	2	1	1	54
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	1	2	3	1	2	56
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	2	2	2	2	1	2	56
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	2	1	2	2	2	56
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	3	2	1	2	2	2	57
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	3	1	1	2	1	2	57
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	3	1	2	3	2	2	66
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	2	1	2	3	2	1	66
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	2	2	2	1	1	67
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	2	2	3	2	2	67
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	2	2	3	1	2	67
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	1	2	3	2	1	68
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	2	2	3	2	2	69
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	2	2	3	2	1	69
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	2	1	2	4	2	2	71
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	2	2	2	3	2	1	71
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	2	2	4	2	1	71
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	1	2	4	2	1	71
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	2	2	4	2	1	71
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	2	2	4	2	2	71
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	2	1	2	3	2	2	72
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	1	2	3	2	2	72
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	2	2	4	2	2	76
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	2	2	4	2	1	76
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	4	3	2	2	3	2	1	77
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	2	1	2	2	2	78
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	2	2	2	2	2	78
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	1	2	4	2	2	81
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	2	2	4	2	1	81
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	1	2	2	2	1	83
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	2	2	3	1	2	84
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	2	1	3	1	2	84
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	2	2	2	2	2	85
0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	3	1	2	2	2	2	85
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	2	2	2	2	1	87
0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	3	3	2	2	4	2	2	89
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	21
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	1	1	2	1	1	1	22
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	1	2	1	1	22
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	1	1	1	23
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	1	1	1	1	23
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	1	1	1	23
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	2	1	1	1	1	1	24
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	2	2	1	2	2	2	26
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	2	1	1	2	1	1	26
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	3	1	2	2	1	1	27
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	2	1	2	2	1	1	27
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	2	1	1	27
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	2	2	2	27
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	3	1	2	1	2	1	27
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	2	1	2	2	1	1	27
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	3	1	2	1	1	1	28
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	2	1	2	3	1	1	28
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	3	1	2	1	1	1	28
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	2	1	1	28
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	2	2	2	3	1	1	28
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	2	2	1	2	1	1	28
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	3	2	2	2	1	1	29
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	3	2	2	2	2	1	29
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	29
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	2	1	1	1	29
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	3	1	2	1	1	1	29
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	2	1	1	29
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	3	2	2	1	1	1	31
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	2	1	2	2	1	1	31
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	2	2	2	2	1	2	31
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	2	1	1	32
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	2	1	2	32
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	3	1	1	32
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	2	1	1	32
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	2	1	1	2	1	2	33
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	2	1	2	2	1	2	33
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	2	1	2	33
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	3	1	1	2	1	2	33
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	2	2	1	34
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	2	1	1	34
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	1	1	1	1	34
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	2	1	2	34
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	2	1	2	1	1	2	36
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	2	1	2	3	1	2	36
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	3	1	1	36
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	2	1	1	36
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	3	2	1	2	1	2	37
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	2	1	2	2	1	2	37
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	2	1	1	37
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	2	1	1	37
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	3	2	2	2	1	1	38
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	2	1	1	38
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	3	1	2	38
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	2	1	1	39
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	3	1	1	39
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	2	2	2	41
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	1	2	2	41
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	4	3	1	1	2	1	1	42
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	4	3	1	2	2	2	1	42
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	2	1	1	42
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	3	2	1	42
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	3	2	1	42
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	2	2	1	42
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	3	1	1	42
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	1	2	1	1	43
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	2	1	1	43
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	2	1	1	43
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	1	2	1	1	43
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	1	1	1	2	44
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	1	1	2	44
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	1	1	2	44
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	2	2	1	44
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	2	2	2	44
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	1	1	1	46
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	2	1	1	46
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	2	2	2	47
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	2	1	2	47
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	2	1	1	47
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	2	1	2	2	1	2	47
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	3	2	2	2	2	1	47
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	1	2	1	1	48
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	2	1	2	2	1	1	48
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	3	1	2	3	2	2	49
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	2	2	2	2	1	2	49
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	2	1	2	49
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	4	3	2	2	3	1	2	51
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	2	2	1	52
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	3	2	1	52
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	2	1	1	52
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	3	2	2	53
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	1	3	2	2	53
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	3	1	2	53
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	3	2	2	53
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	2	2	2	54
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	1	2	1	1	54
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	3	2	2	56
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	2	2	1	56
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	2	1	1	57
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	3	1	1	2	1	2	57
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	3	2	2	57
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	2	2	2	57
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	3	2	2	1	2	1	58
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	2	1	2	3	2	1	58
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	2	2	2	59
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	2	1	1	59
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	2	1	2	3	1	1	59
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	2	2	2	3	2	2	61
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	2	2	1	61
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	3	2	2	2	2	1	61
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	3	2	1	62
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	2	2	2	62
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	2	2	2	63
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	3	2	2	63
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	3	1	2	3	2	1	63
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	3	1	2	2	1	1	63
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	3	2	2	64
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	2	1	2	64
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	3	1	1	64
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	1	3	1	2	66
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	2	1	2	3	1	2	66
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	3	1	2	66
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	4	1	2	67
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	3	1	2	3	2	2	67
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	3	1	1	3	1	2	67
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	3	1	2	67
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	4	2	1	68
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	3	2	2	68
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	2	2	2	2	1	2	68
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	2	2	1	3	1	2	68
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	2	2	2	3	2	2	69
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	4	1	1	69
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	4	2	2	72
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	4	2	2	73
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	1	2	4	2	1	76
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	4	2	2	76
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	3	1	1	76
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	3	1	2	76
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	3	2	2	78
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	1	2	2	2	2	81
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	3	2	2	81
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	3	2	1	82
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	4	1	1	84
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	3	2	2	4	2	2	84
0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	3	2	2	3	1	1	85
0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	3	3	2	2	3	2	1	86
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	4	2	1	76
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	4	2	2	76
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	2	2	4	1	1	83
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	1	1	1	70
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	4	2	2	75
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	3	2	2	1	2	75
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	2	2	2	2	1	69
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	2	2	1	69
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	2	2	3	2	2	82
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	2	2	4	2	2	82
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	3	1	1	63
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	2	1	2	45
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	3	1	2	45
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	2	1	2	30
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	1	1	1	30
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	2	2	2	2	2	1	68
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	2	2	2	3	1	2	59
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	2	2	2	3	2	2	79
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	2	2	3	2	2	79
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	2	2	3	2	1	70
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	4	1	2	70
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	2	2	4	1	1	75
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	1	2	1	1	46
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	1	1	1	1	46
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	4	2	1	59
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	3	1	2	60
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	1	1	1	1	60
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	2	1	2	2	1	1	43
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	1	2	3	2	2	43
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	1	2	2	2	49
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	2	2	2	2	2	2	49
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	1	1	1	1	1	43
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	1	3	1	2	57
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	2	1	1	3	2	2	57
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	2	2	2	51
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	2	1	1	2	1	2	51
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	2	2	1	1	1	2	52
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	1	1	1	2	52
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1	1	1	1	1	1	20
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	2	1	1	1	1	1	20
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	2	1	1	1	1	1	39
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	1	1	1	1	47
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	3	1	1	66
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	3	2	1	66
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	2	1	1	47
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	3	1	2	47
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	2	2	2	49
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	4	2	1	49
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	3	2	1	49
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	2	2	1	33
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	2	1	2	1	2	1	33
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	2	2	3	2	2	53
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	2	2	3	1	2	53
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	2	1	1	1	1	1	22
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	2	1	2	1	1	1	22
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	2	1	2	4	2	2	58
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	2	1	2	45
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	2	2	2	45
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	4	2	2	51
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	2	2	2	2	1	58
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	2	2	2	58
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	4	2	2	100
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	2	1	1	2	1	1	38
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	2	1	2	2	2	2	38
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	2	2	4	1	2	64
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	2	1	4	1	2	64
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	3	2	1	57
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	3	1	2	57
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	2	2	1	44
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	2	1	1	44
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	1	2	1	2	46
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	2	1	1	46
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	2	1	1	42
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	1	2	1	2	42
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	2	1	2	2	1	2	41
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	2	1	2	3	1	2	41
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	2	1	1	2	1	1	35
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	1	1	1	35
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	3	2	2	61
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	3	1	2	61
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	1	1	2	1	56
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	4	1	2	88
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	4	2	2	88
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	4	2	2	56
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	1	2	1	2	58
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	1	1	1	2	56
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	2	2	1	1	2	38
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	2	1	1	1	2	56
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	2	2	1	1	2	56
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	1	2	2	1	1	34
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	2	2	2	1	2	34
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	2	2	4	1	1	43
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	1	2	1	1	42
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	1	1	1	1	42
0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	3	1	2	4	1	2	71
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	2	2	2	2	2	62
0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	3	3	2	2	3	2	2	62
