a0	a3	!t0	!t1	!t2	!t3	!t4	!t5	!t6	!t7	!t8	!t9
96	252	0	0	0	0	1	0	0	0	0	0
120	3	0	0	0	0	1	0	0	0	0	0
90	16	0	0	0	0	1	0	0	0	0	0
66	62	0	0	0	0	1	0	0	0	0	0
89	31	0	0	0	0	1	0	0	0	0	0
79	206	0	0	0	0	1	0	0	0	0	0
120	62	0	0	0	0	1	0	0	0	0	0
76	199	0	0	0	0	1	0	0	0	0	0
67	95	0	0	0	0	1	0	0	0	0	0
71	7	0	0	0	0	1	0	0	0	0	0
60	25	0	0	0	0	1	0	0	0	0	0
107	131	0	0	0	0	1	0	0	0	0	0
101	199	0	0	0	0	1	0	0	0	0	0
136	247	0	0	0	0	1	0	0	0	0	0
70	126	0	0	0	0	1	0	0	0	0	0
120	248	0	0	0	0	1	0	0	0	0	0
97	184	0	0	0	0	1	0	0	0	0	0
112	243	0	0	0	0	1	0	0	0	0	0
36	159	0	0	0	0	1	0	0	0	0	0
43	50	0	0	0	0	1	0	0	0	0	0
126	224	0	0	0	0	1	0	0	0	0	0
20	64	0	0	0	0	1	0	0	0	0	0
93	127	0	0	0	0	1	0	0	0	0	0
71	99	0	0	0	0	1	0	0	0	0	0
91	131	0	0	0	0	1	0	0	0	0	0
124	231	0	0	0	0	1	0	0	0	0	0
141	254	0	0	0	0	1	0	0	0	0	0
15	15	0	0	0	0	1	0	0	0	0	0
59	129	0	0	0	0	1	0	0	0	0	0
21	245	0	0	0	0	1	0	0	0	0	0
66	108	0	0	0	0	1	0	0	0	0	0
81	229	0	0	0	0	1	0	0	0	0	0
64	33	0	0	0	0	1	0	0	0	0	0
145	255	0	0	0	0	1	0	0	0	0	0
17	96	0	0	0	0	1	0	0	0	0	0
11	24	0	0	0	0	1	0	0	0	0	0
38	38	0	0	0	0	1	0	0	0	0	0
87	247	0	0	0	0	1	0	0	0	0	0
109	231	0	0	0	0	1	0	0	0	0	0
108	18	0	0	0	0	1	0	0	0	0	0
98	44	0	0	0	0	1	0	0	0	0	0
20	64	0	0	0	0	1	0	0	0	0	0
62	253	0	0	0	0	1	0	0	0	0	0
126	2	0	0	0	0	1	0	0	0	0	0
30	161	0	0	0	0	1	0	0	0	0	0
86	15	0	0	0	0	1	0	0	0	0	0
26	225	0	0	0	0	1	0	0	0	0	0
22	135	0	0	0	0	1	0	0	0	0	0
131	98	0	0	0	0	1	0	0	0	0	0
137	54	0	0	0	0	1	0	0	0	0	0
90	211	0	0	0	0	1	0	0	0	0	0
128	127	0	0	0	0	1	0	0	0	0	0
94	48	0	0	0	0	1	0	0	0	0	0
87	183	0	0	0	0	1	0	0	0	0	0
101	0	0	0	0	0	1	0	0	0	0	0
60	193	0	0	0	0	1	0	0	0	0	0
14	240	0	0	0	0	1	0	0	0	0	0
129	241	0	0	0	0	1	0	0	0	0	0
63	159	0	0	0	0	1	0	0	0	0	0
36	0	0	0	0	0	1	0	0	0	0	0
21	255	0	0	0	0	1	0	0	0	0	0
121	255	0	0	0	0	1	0	0	0	0	0
57	121	0	0	0	0	1	0	0	0	0	0
43	2	0	0	0	0	1	0	0	0	0	0
61	205	0	0	0	0	1	0	0	0	0	0
41	252	0	0	0	0	1	0	0	0	0	0
122	241	0	0	0	0	1	0	0	0	0	0
148	56	0	0	0	0	1	0	0	0	0	0
77	255	0	0	0	0	1	0	0	0	0	0
75	14	0	0	0	0	1	0	0	0	0	0
24	15	0	0	0	0	1	0	0	0	0	0
29	12	0	0	0	0	1	0	0	0	0	0
50	9	0	0	0	0	1	0	0	0	0	0
43	240	0	0	0	0	1	0	0	0	0	0
33	175	0	0	0	0	1	0	0	0	0	0
68	243	0	0	0	0	1	0	0	0	0	0
79	192	0	0	0	0	1	0	0	0	0	0
102	8	0	0	0	0	1	0	0	0	0	0
52	131	0	0	0	0	1	0	0	0	0	0
23	112	0	0	0	0	1	0	0	0	0	0
47	123	0	0	0	0	1	0	0	0	0	0
140	24	0	0	0	0	1	0	0	0	0	0
27	159	0	0	0	0	1	0	0	0	0	0
55	247	0	0	0	0	1	0	0	0	0	0
62	0	0	0	0	0	1	0	0	0	0	0
119	50	0	0	0	0	1	0	0	0	0	0
96	0	0	0	0	0	1	0	0	0	0	0
107	120	0	0	0	0	1	0	0	0	0	0
54	40	0	0	0	0	1	0	0	0	0	0
49	124	0	0	0	0	1	0	0	0	0	0
113	0	0	0	0	0	1	0	0	0	0	0
130	198	0	0	0	0	1	0	0	0	0	0
104	8	0	0	0	0	1	0	0	0	0	0
130	60	0	0	0	0	1	0	0	0	0	0
134	110	0	0	0	0	1	0	0	0	0	0
44	135	0	0	0	0	1	0	0	0	0	0
121	145	0	0	0	0	1	0	0	0	0	0
27	124	0	0	0	0	1	0	0	0	0	0
70	0	0	0	0	0	0	1	0	0	0	0
32	31	0	0	0	0	0	1	0	0	0	0
53	248	0	0	0	0	0	1	0	0	0	0
55	189	0	0	0	0	0	1	0	0	0	0
118	60	0	0	0	0	0	1	0	0	0	0
128	225	0	0	0	0	0	1	0	0	0	0
121	231	0	0	0	0	0	1	0	0	0	0
40	129	0	0	0	0	0	1	0	0	0	0
91	134	0	0	0	0	0	1	0	0	0	0
74	135	0	0	0	0	0	1	0	0	0	0
64	240	0	0	0	0	0	1	0	0	0	0
139	227	0	0	0	0	0	1	0	0	0	0
52	195	0	0	0	0	0	1	0	0	0	0
21	112	0	0	0	0	0	1	0	0	0	0
57	114	0	0	0	0	0	1	0	0	0	0
64	126	0	0	0	0	0	1	0	0	0	0
116	8	0	0	0	0	0	1	0	0	0	0
59	254	0	0	0	0	0	1	0	0	0	0
46	251	0	0	0	0	0	1	0	0	0	0
66	56	0	0	0	0	0	1	0	0	0	0
70	189	0	0	0	0	0	1	0	0	0	0
69	14	0	0	0	0	0	1	0	0	0	0
62	28	0	0	0	0	0	1	0	0	0	0
69	222	0	0	0	0	0	1	0	0	0	0
38	128	0	0	0	0	0	1	0	0	0	0
79	240	0	0	0	0	0	1	0	0	0	0
40	223	0	0	0	0	0	1	0	0	0	0
58	48	0	0	0	0	0	1	0	0	0	0
49	255	0	0	0	0	0	1	0	0	0	0
87	2	0	0	0	0	0	1	0	0	0	0
163	128	0	0	0	0	0	1	0	0	0	0
61	131	0	0	0	0	0	1	0	0	0	0
42	255	0	0	0	0	0	1	0	0	0	0
56	227	0	0	0	0	0	1	0	0	0	0
70	134	0	0	0	0	0	1	0	0	0	0
58	252	0	0	0	0	0	1	0	0	0	0
67	221	0	0	0	0	0	1	0	0	0	0
65	225	0	0	0	0	0	1	0	0	0	0
35	223	0	0	0	0	0	1	0	0	0	0
57	3	0	0	0	0	0	1	0	0	0	0
34	24	0	0	0	0	0	1	0	0	0	0
48	223	0	0	0	0	0	1	0	0	0	0
102	104	0	0	0	0	0	1	0	0	0	0
75	135	0	0	0	0	0	1	0	0	0	0
44	124	0	0	0	0	0	1	0	0	0	0
51	255	0	0	0	0	0	1	0	0	0	0
43	193	0	0	0	0	0	1	0	0	0	0
47	15	0	0	0	0	0	1	0	0	0	0
40	30	0	0	0	0	0	1	0	0	0	0
50	127	0	0	0	0	0	1	0	0	0	0
75	11	0	0	0	0	0	1	0	0	0	0
70	63	0	0	0	0	0	1	0	0	0	0
119	31	0	0	0	0	0	1	0	0	0	0
71	241	0	0	0	0	0	1	0	0	0	0
61	120	0	0	0	0	0	1	0	0	0	0
74	3	0	0	0	0	0	1	0	0	0	0
67	3	0	0	0	0	0	1	0	0	0	0
34	60	0	0	0	0	0	1	0	0	0	0
90	195	0	0	0	0	0	1	0	0	0	0
154	14	0	0	0	0	0	1	0	0	0	0
48	157	0	0	0	0	0	1	0	0	0	0
55	211	0	0	0	0	0	1	0	0	0	0
73	30	0	0	0	0	0	1	0	0	0	0
111	30	0	0	0	0	0	1	0	0	0	0
83	135	0	0	0	0	0	1	0	0	0	0
57	120	0	0	0	0	0	1	0	0	0	0
59	24	0	0	0	0	0	1	0	0	0	0
69	139	0	0	0	0	0	1	0	0	0	0
55	32	0	0	0	0	0	1	0	0	0	0
61	131	0	0	0	0	0	1	0	0	0	0
49	0	0	0	0	0	0	1	0	0	0	0
67	0	0	0	0	0	0	1	0	0	0	0
58	30	0	0	0	0	0	1	0	0	0	0
104	65	0	0	0	0	0	1	0	0	0	0
52	31	0	0	0	0	0	1	0	0	0	0
72	30	0	0	0	0	0	1	0	0	0	0
55	30	0	0	0	0	0	1	0	0	0	0
44	225	0	0	0	0	0	1	0	0	0	0
76	135	0	0	0	0	0	1	0	0	0	0
45	246	0	0	0	0	0	1	0	0	0	0
47	126	0	0	0	0	0	1	0	0	0	0
77	60	0	0	0	0	0	1	0	0	0	0
77	62	0	0	0	0	0	1	0	0	0	0
86	28	0	0	0	0	0	1	0	0	0	0
87	193	0	0	0	0	0	1	0	0	0	0
53	248	0	0	0	0	0	1	0	0	0	0
73	67	0	0	0	0	0	1	0	0	0	0
61	14	0	0	0	0	0	1	0	0	0	0
33	247	0	0	0	0	0	1	0	0	0	0
29	120	0	0	0	0	0	1	0	0	0	0
119	30	0	0	0	0	0	1	0	0	0	0
72	255	0	0	0	0	0	1	0	0	0	0
68	224	0	0	0	0	0	1	0	0	0	0
83	125	0	0	0	0	0	1	0	0	0	0
27	255	0	0	0	0	0	1	0	0	0	0
53	62	0	0	0	0	0	1	0	0	0	0
92	0	0	0	0	0	0	1	0	0	0	0
30	108	0	0	0	0	0	1	0	0	0	0
83	225	0	0	0	0	0	1	0	0	0	0
102	120	0	0	0	0	0	1	0	0	0	0
56	251	0	0	0	0	0	1	0	0	0	0
27	92	0	0	0	0	0	1	0	0	0	0
136	216	0	0	0	0	0	1	0	0	0	0
24	62	0	0	0	0	0	1	0	0	0	0
102	15	0	0	0	0	0	1	0	0	0	0
70	241	0	0	0	0	0	1	0	0	0	0
94	131	0	0	0	0	0	1	0	0	0	0
107	60	0	0	0	0	0	1	0	0	0	0
46	244	0	0	0	0	0	1	0	0	0	0
108	15	0	0	0	0	0	1	0	0	0	0
65	243	0	0	0	0	0	1	0	0	0	0
80	192	0	0	0	0	0	1	0	0	0	0
82	32	0	0	0	0	0	1	0	0	0	0
57	12	0	0	0	0	0	1	0	0	0	0
124	255	0	0	0	0	0	1	0	0	0	0
106	225	0	0	0	0	0	1	0	0	0	0
63	193	0	0	0	0	0	1	0	0	0	0
111	134	0	0	0	0	0	1	0	0	0	0
124	255	0	0	0	0	0	1	0	0	0	0
92	62	0	0	0	0	0	1	0	0	0	0
98	28	0	0	0	0	0	1	0	0	0	0
82	124	0	0	0	0	0	1	0	0	0	0
73	26	0	0	0	0	0	1	0	0	0	0
55	2	0	0	0	0	0	1	0	0	0	0
59	131	0	0	0	0	0	1	0	0	0	0
49	131	0	0	0	0	0	1	0	0	0	0
103	248	0	0	0	0	0	1	0	0	0	0
27	124	0	0	0	0	0	1	0	0	0	0
57	124	0	0	0	0	0	1	0	0	0	0
104	159	0	0	0	0	0	1	0	0	0	0
117	32	0	0	0	0	0	1	0	0	0	0
79	12	0	0	0	0	0	1	0	0	0	0
57	6	0	0	0	0	0	1	0	0	0	0
102	225	0	0	0	0	0	1	0	0	0	0
156	240	0	0	0	0	0	1	0	0	0	0
125	30	0	0	0	0	0	1	0	0	0	0
76	145	0	0	0	0	0	1	0	0	0	0
56	88	0	0	0	0	0	1	0	0	0	0
102	12	0	0	0	0	0	1	0	0	0	0
56	30	0	0	0	0	0	1	0	0	0	0
69	233	0	0	0	0	0	1	0	0	0	0
94	124	0	0	0	0	0	1	0	0	0	0
21	28	0	0	0	0	0	1	0	0	0	0
68	158	0	0	0	0	0	1	0	0	0	0
58	144	0	0	0	0	0	1	0	0	0	0
124	124	0	0	0	0	0	1	0	0	0	0
59	188	0	0	0	0	0	1	0	0	0	0
45	253	0	0	0	0	0	1	0	0	0	0
47	227	0	0	0	0	0	1	0	0	0	0
105	4	0	0	0	0	0	1	0	0	0	0
45	28	0	0	0	0	0	1	0	0	0	0
47	12	0	0	0	0	0	1	0	0	0	0
65	179	0	0	0	0	0	1	0	0	0	0
141	241	0	0	0	0	0	1	0	0	0	0
53	175	0	0	0	0	0	1	0	0	0	0
42	240	0	0	0	0	0	1	0	0	0	0
35	255	0	0	0	0	0	1	0	0	0	0
110	111	0	0	0	0	0	1	0	0	0	0
92	195	0	0	0	0	0	1	0	0	0	0
28	225	0	0	0	0	0	1	0	0	0	0
129	60	0	0	0	0	0	1	0	0	0	0
131	112	0	0	0	0	0	1	0	0	0	0
43	239	0	0	0	0	0	1	0	0	0	0
53	1	0	0	0	0	0	1	0	0	0	0
86	255	0	0	0	0	0	1	0	0	0	0
104	0	0	0	0	0	0	1	0	0	0	0
73	231	0	0	0	0	0	1	0	0	0	0
115	124	0	0	0	0	0	1	0	0	0	0
41	223	0	0	0	0	0	1	0	0	0	0
90	240	0	0	0	0	0	1	0	0	0	0
132	30	0	0	0	0	0	1	0	0	0	0
109	15	0	0	0	0	0	1	0	0	0	0
47	30	0	0	0	0	0	1	0	0	0	0
144	195	0	0	0	0	0	1	0	0	0	0
100	56	0	0	0	0	0	1	0	0	0	0
145	224	0	0	0	0	0	1	0	0	0	0
54	6	0	0	0	0	0	1	0	0	0	0
27	56	0	0	0	0	0	1	0	0	0	0
98	112	0	0	0	0	0	1	0	0	0	0
96	135	0	0	0	0	0	1	0	0	0	0
110	8	0	0	0	0	0	1	0	0	0	0
90	0	0	0	0	0	0	1	0	0	0	0
106	229	0	0	0	0	0	1	0	0	0	0
87	32	0	0	0	0	0	1	0	0	0	0
121	15	0	0	0	0	0	1	0	0	0	0
51	97	0	0	0	0	0	1	0	0	0	0
57	219	0	0	0	0	0	1	0	0	0	0
74	10	0	0	0	0	0	1	0	0	0	0
45	24	0	0	0	0	0	1	0	0	0	0
137	240	0	0	0	0	0	1	0	0	0	0
44	124	0	0	0	0	0	1	0	0	0	0
62	0	0	0	0	0	0	1	0	0	0	0
46	159	0	0	0	0	0	1	0	0	0	0
69	190	0	0	0	0	0	1	0	0	0	0
76	56	0	0	0	0	0	1	0	0	0	0
53	241	0	0	0	0	0	1	0	0	0	0
108	3	0	0	0	0	0	1	0	0	0	0
95	60	0	0	0	0	0	1	0	0	0	0
110	227	0	0	0	0	0	1	0	0	0	0
57	224	0	0	0	0	0	1	0	0	0	0
121	28	0	0	0	0	0	1	0	0	0	0
104	130	0	0	0	0	0	1	0	0	0	0
103	3	0	0	0	0	0	1	0	0	0	0
55	0	0	0	0	0	0	1	0	0	0	0
107	184	0	0	0	0	0	1	0	0	0	0
115	0	0	0	0	0	0	1	0	0	0	0
72	124	0	0	0	0	0	1	0	0	0	0
65	223	0	0	0	0	0	1	0	0	0	0
87	224	0	0	0	0	0	1	0	0	0	0
30	240	0	0	0	0	0	1	0	0	0	0
60	207	0	0	0	0	0	1	0	0	0	0
161	143	0	0	0	0	0	1	0	0	0	0
67	131	0	0	0	0	0	1	0	0	0	0
56	243	0	0	0	0	0	1	0	0	0	0
68	224	0	0	0	0	0	1	0	0	0	0
40	63	0	0	0	0	0	1	0	0	0	0
77	129	0	0	0	0	0	1	0	0	0	0
48	4	0	0	0	0	0	1	0	0	0	0
103	7	0	0	0	0	0	1	0	0	0	0
81	195	0	0	0	0	0	1	0	0	0	0
106	128	0	0	0	0	0	1	0	0	0	0
37	159	0	0	0	0	0	1	0	0	0	0
41	124	0	0	0	0	0	1	0	0	0	0
47	30	0	0	0	0	0	1	0	0	0	0
53	220	0	0	0	0	0	1	0	0	0	0
88	245	0	0	0	0	0	1	0	0	0	0
52	0	0	0	0	0	0	1	0	0	0	0
76	56	0	0	0	0	0	1	0	0	0	0
112	120	0	0	0	0	0	1	0	0	0	0
93	32	0	0	0	0	0	1	0	0	0	0
133	142	0	0	0	0	0	1	0	0	0	0
40	249	0	0	0	0	0	1	0	0	0	0
90	28	0	0	0	0	0	1	0	0	0	0
46	128	0	0	0	0	0	1	0	0	0	0
71	135	0	0	0	0	0	1	0	0	0	0
123	193	0	0	0	0	0	1	0	0	0	0
90	199	0	0	0	0	0	1	0	0	0	0
67	224	0	0	0	0	0	1	0	0	0	0
60	30	0	0	0	0	0	1	0	0	0	0
43	144	0	0	0	0	0	1	0	0	0	0
95	191	0	0	0	0	0	1	0	0	0	0
63	111	0	0	0	0	0	1	0	0	0	0
71	131	0	0	0	0	0	1	0	0	0	0
60	251	0	0	0	0	0	1	0	0	0	0
60	135	0	0	0	0	0	1	0	0	0	0
110	35	0	0	0	0	0	1	0	0	0	0
61	15	0	0	0	0	0	1	0	0	0	0
101	48	0	0	0	0	0	1	0	0	0	0
52	135	0	0	0	0	0	1	0	0	0	0
61	112	0	0	0	0	0	1	0	0	0	0
96	135	0	0	0	0	0	0	1	0	0	0
116	249	0	0	0	0	0	0	1	0	0	0
114	30	0	0	0	0	0	0	1	0	0	0
59	143	0	0	0	0	0	0	1	0	0	0
79	239	0	0	0	0	0	0	1	0	0	0
84	230	0	0	0	0	0	0	1	0	0	0
84	62	0	0	0	0	0	0	1	0	0	0
84	247	0	0	0	0	0	0	1	0	0	0
70	131	0	0	0	0	0	0	1	0	0	0
55	28	0	0	0	0	0	0	1	0	0	0
130	80	0	0	0	0	0	0	1	0	0	0
117	253	0	0	0	0	0	0	1	0	0	0
70	30	0	0	0	0	0	0	1	0	0	0
77	255	0	0	0	0	0	0	1	0	0	0
108	189	0	0	0	0	0	0	1	0	0	0
117	227	0	0	0	0	0	0	1	0	0	0
76	135	0	0	0	0	0	0	1	0	0	0
62	124	0	0	0	0	0	0	1	0	0	0
96	0	0	0	0	0	0	0	1	0	0	0
99	201	0	0	0	0	0	0	1	0	0	0
75	248	0	0	0	0	0	0	1	0	0	0
121	14	0	0	0	0	0	0	1	0	0	0
84	127	0	0	0	0	0	0	1	0	0	0
81	128	0	0	0	0	0	0	1	0	0	0
128	28	0	0	0	0	0	0	1	0	0	0
104	8	0	0	0	0	0	0	1	0	0	0
131	226	0	0	0	0	0	0	1	0	0	0
97	63	0	0	0	0	0	0	1	0	0	0
112	124	0	0	0	0	0	0	1	0	0	0
134	59	0	0	0	0	0	0	1	0	0	0
60	56	0	0	0	0	0	0	1	0	0	0
93	222	0	0	0	0	0	0	1	0	0	0
136	248	0	0	0	0	0	0	1	0	0	0
102	135	0	0	0	0	0	0	1	0	0	0
80	225	0	0	0	0	0	0	1	0	0	0
100	30	0	0	0	0	0	0	1	0	0	0
108	44	0	0	0	0	0	0	1	0	0	0
114	231	0	0	0	0	0	0	1	0	0	0
116	135	0	0	0	0	0	0	1	0	0	0
134	32	0	0	0	0	0	0	1	0	0	0
128	225	0	0	0	0	0	0	1	0	0	0
74	124	0	0	0	0	0	0	1	0	0	0
125	193	0	0	0	0	0	0	1	0	0	0
114	48	0	0	0	0	0	0	1	0	0	0
131	36	0	0	0	0	0	0	1	0	0	0
116	62	0	0	0	0	0	0	1	0	0	0
92	235	0	0	0	0	0	0	1	0	0	0
96	24	0	0	0	0	0	0	1	0	0	0
98	120	0	0	0	0	0	0	1	0	0	0
116	60	0	0	0	0	0	0	1	0	0	0
129	48	0	0	0	0	0	0	1	0	0	0
136	0	0	0	0	0	0	0	1	0	0	0
84	112	0	0	0	0	0	0	1	0	0	0
93	14	0	0	0	0	0	0	1	0	0	0
142	204	0	0	0	0	0	0	1	0	0	0
87	131	0	0	0	0	0	0	1	0	0	0
95	15	0	0	0	0	0	0	1	0	0	0
93	2	0	0	0	0	0	0	1	0	0	0
95	131	0	0	0	0	0	0	1	0	0	0
137	195	0	0	0	0	0	0	1	0	0	0
136	14	0	0	0	0	0	0	1	0	0	0
118	215	0	0	0	0	0	0	1	0	0	0
125	225	0	0	0	0	0	0	1	0	0	0
175	240	0	0	0	0	0	0	1	0	0	0
117	124	0	0	0	0	0	0	1	0	0	0
104	8	0	0	0	0	0	0	1	0	0	0
104	159	0	0	0	0	0	0	1	0	0	0
125	225	0	0	0	0	0	0	1	0	0	0
131	3	0	0	0	0	0	0	1	0	0	0
123	60	0	0	0	0	0	0	1	0	0	0
85	3	0	0	0	0	0	0	1	0	0	0
83	128	0	0	0	0	0	0	1	0	0	0
88	60	0	0	0	0	0	0	1	0	0	0
95	62	0	0	0	0	0	0	1	0	0	0
78	199	0	0	0	0	0	0	1	0	0	0
87	224	0	0	0	0	0	0	1	0	0	0
127	30	0	0	0	0	0	0	1	0	0	0
66	253	0	0	0	0	0	0	1	0	0	0
85	224	0	0	0	0	0	0	1	0	0	0
113	254	0	0	0	0	0	0	1	0	0	0
114	62	0	0	0	0	0	0	1	0	0	0
130	120	0	0	0	0	0	0	1	0	0	0
101	253	0	0	0	0	0	0	1	0	0	0
117	57	0	0	0	0	0	0	1	0	0	0
101	15	0	0	0	0	0	0	1	0	0	0
81	240	0	0	0	0	0	0	1	0	0	0
74	112	0	0	0	0	0	0	1	0	0	0
123	76	0	0	0	0	0	0	1	0	0	0
80	247	0	0	0	0	0	0	1	0	0	0
66	118	0	0	0	0	0	0	1	0	0	0
84	197	0	0	0	0	0	0	1	0	0	0
136	129	0	0	0	0	0	0	1	0	0	0
118	15	0	0	0	0	0	0	1	0	0	0
84	255	0	0	0	0	0	0	1	0	0	0
147	0	0	0	0	0	0	0	1	0	0	0
92	16	0	0	0	0	0	0	1	0	0	0
82	143	0	0	0	0	0	0	1	0	0	0
126	225	0	0	0	0	0	0	1	0	0	0
90	163	0	0	0	0	0	0	1	0	0	0
78	48	0	0	0	0	0	0	1	0	0	0
147	220	0	0	0	0	0	0	1	0	0	0
66	103	0	0	0	0	0	0	1	0	0	0
132	199	0	0	0	0	0	0	1	0	0	0
111	243	0	0	0	0	0	0	1	0	0	0
82	96	0	0	0	0	0	0	1	0	0	0
104	0	0	0	0	0	0	0	1	0	0	0
84	60	0	0	0	0	0	0	1	0	0	0
103	253	0	0	0	0	0	0	1	0	0	0
80	0	0	0	0	0	0	0	1	0	0	0
110	135	0	0	0	0	0	0	1	0	0	0
59	195	0	0	0	0	0	0	1	0	0	0
67	15	0	0	0	0	0	0	1	0	0	0
114	224	0	0	0	0	0	0	1	0	0	0
116	96	0	0	0	0	0	0	1	0	0	0
64	225	0	0	0	0	0	0	1	0	0	0
140	60	0	0	0	0	0	0	1	0	0	0
100	143	0	0	0	0	0	0	1	0	0	0
70	0	0	0	0	0	0	0	1	0	0	0
116	241	0	0	0	0	0	0	1	0	0	0
70	63	0	0	0	0	0	0	1	0	0	0
68	60	0	0	0	0	0	0	1	0	0	0
78	14	0	0	0	0	0	0	1	0	0	0
73	248	0	0	0	0	0	0	1	0	0	0
125	239	0	0	0	0	0	0	1	0	0	0
72	62	0	0	0	0	0	0	1	0	0	0
116	225	0	0	0	0	0	0	1	0	0	0
84	255	0	0	0	0	0	0	1	0	0	0
99	15	0	0	0	0	0	0	1	0	0	0
124	124	0	0	0	0	0	0	1	0	0	0
107	175	0	0	0	0	0	0	1	0	0	0
70	221	0	0	0	0	0	0	1	0	0	0
138	3	0	0	0	0	0	0	1	0	0	0
101	199	0	0	0	0	0	0	1	0	0	0
109	224	0	0	0	0	0	0	1	0	0	0
96	112	0	0	0	0	0	0	1	0	0	0
143	31	0	0	0	0	0	0	1	0	0	0
96	131	0	0	0	0	0	0	1	0	0	0
83	112	0	0	0	0	0	0	1	0	0	0
134	195	0	0	0	0	0	0	1	0	0	0
63	30	0	0	0	0	0	0	1	0	0	0
127	56	0	0	0	0	0	0	1	0	0	0
148	0	0	0	0	0	0	0	1	0	0	0
106	30	0	0	0	0	0	0	1	0	0	0
136	120	0	0	0	0	0	0	1	0	0	0
56	2	0	0	0	0	0	0	1	0	0	0
61	131	0	0	0	0	0	0	1	0	0	0
146	60	0	0	0	0	0	0	1	0	0	0
135	60	0	0	0	0	0	0	1	0	0	0
128	131	0	0	0	0	0	0	1	0	0	0
89	135	0	0	0	0	0	0	1	0	0	0
97	120	0	0	0	0	0	0	1	0	0	0
110	255	0	0	0	0	0	0	1	0	0	0
77	24	0	0	0	0	0	0	1	0	0	0
96	96	0	0	0	0	0	0	1	0	0	0
86	124	0	0	0	0	0	0	1	0	0	0
72	253	0	0	0	0	0	0	1	0	0	0
115	0	0	0	0	0	0	0	1	0	0	0
128	223	0	0	0	0	0	0	1	0	0	0
99	255	0	0	0	0	0	0	1	0	0	0
86	6	0	0	0	0	0	0	1	0	0	0
68	160	0	0	0	0	0	0	1	0	0	0
97	30	0	0	0	0	0	0	1	0	0	0
143	177	0	0	0	0	0	0	1	0	0	0
125	243	0	0	0	0	0	0	1	0	0	0
83	135	0	0	0	0	0	0	1	0	0	0
130	0	0	0	0	0	0	0	1	0	0	0
100	124	0	0	0	0	0	0	1	0	0	0
73	56	0	0	0	0	0	0	1	0	0	0
123	126	0	0	0	0	0	0	1	0	0	0
127	191	0	0	0	0	0	0	1	0	0	0
116	0	0	0	0	0	0	0	1	0	0	0
122	207	0	0	0	0	0	0	1	0	0	0
122	195	0	0	0	0	0	0	1	0	0	0
96	64	0	0	0	0	0	0	1	0	0	0
69	255	0	0	0	0	0	0	1	0	0	0
133	0	0	0	0	0	0	0	1	0	0	0
125	32	0	0	0	0	0	0	1	0	0	0
83	129	0	0	0	0	0	0	1	0	0	0
126	112	0	0	0	0	0	0	1	0	0	0
122	64	0	0	0	0	0	0	1	0	0	0
92	143	0	0	0	0	0	0	1	0	0	0
87	56	0	0	0	0	0	0	1	0	0	0
130	56	0	0	0	0	0	0	1	0	0	0
89	122	0	0	0	0	0	0	1	0	0	0
81	0	0	0	0	0	0	0	1	0	0	0
97	225	0	0	0	0	0	0	1	0	0	0
84	112	0	0	0	0	0	0	1	0	0	0
95	241	0	0	0	0	0	0	1	0	0	0
63	237	0	0	0	0	0	0	1	0	0	0
78	56	0	0	0	0	0	0	1	0	0	0
83	120	0	0	0	0	0	0	1	0	0	0
125	70	0	0	0	0	0	0	1	0	0	0
67	255	0	0	0	0	0	0	1	0	0	0
128	98	0	0	0	0	0	0	1	0	0	0
113	96	0	0	0	0	0	0	1	0	0	0
81	112	0	0	0	0	0	0	1	0	0	0
88	24	0	0	0	0	0	0	1	0	0	0
92	14	0	0	0	0	0	0	1	0	0	0
103	223	0	0	0	0	0	0	1	0	0	0
77	124	0	0	0	0	0	0	1	0	0	0
61	7	0	0	0	0	0	0	1	0	0	0
92	241	0	0	0	0	0	0	1	0	0	0
83	207	0	0	0	0	0	0	1	0	0	0
65	7	0	0	0	0	0	0	1	0	0	0
121	7	0	0	0	0	0	0	1	0	0	0
94	0	0	0	0	0	0	0	1	0	0	0
133	194	0	0	0	0	0	0	1	0	0	0
101	231	0	0	0	0	0	0	1	0	0	0
118	131	0	0	0	0	0	0	1	0	0	0
123	243	0	0	0	0	0	0	1	0	0	0
120	32	0	0	0	0	0	0	1	0	0	0
117	48	0	0	0	0	0	0	1	0	0	0
100	195	0	0	0	0	0	0	1	0	0	0
112	61	0	0	0	0	0	0	1	0	0	0
116	56	0	0	0	0	0	0	1	0	0	0
99	60	0	0	0	0	0	0	1	0	0	0
67	199	0	0	0	0	0	0	1	0	0	0
122	223	0	0	0	0	0	0	1	0	0	0
121	64	0	0	0	0	0	0	1	0	0	0
130	253	0	0	0	0	0	0	1	0	0	0
129	195	0	0	0	0	0	0	1	0	0	0
84	135	0	0	0	0	0	0	1	0	0	0
104	30	0	0	0	0	0	0	1	0	0	0
107	240	0	0	0	0	0	0	1	0	0	0
123	63	0	0	0	0	0	0	1	0	0	0
107	193	0	0	0	0	0	0	1	0	0	0
111	55	0	0	0	0	0	0	1	0	0	0
76	112	0	0	0	0	0	0	1	0	0	0
85	7	0	0	0	0	0	0	1	0	0	0
105	60	0	0	0	0	0	0	1	0	0	0
129	0	0	0	0	0	0	0	1	0	0	0
102	199	0	0	0	0	0	0	1	0	0	0
55	227	0	0	0	0	0	0	1	0	0	0
