a0	a3	!t0	!t1	!t2	!t3	!t4	!t5	!t6	!t7	!t8	!t9
63	7	0	0	1	0	0	0	0	0	0	0
78	240	0	0	1	0	0	0	0	0	0	0
76	3	0	0	1	0	0	0	0	0	0	0
24	112	0	0	1	0	0	0	0	0	0	0
84	7	0	0	1	0	0	0	0	0	0	0
45	240	0	0	1	0	0	0	0	0	0	0
55	223	0	0	1	0	0	0	0	0	0	0
24	223	0	0	1	0	0	0	0	0	0	0
60	16	0	0	1	0	0	0	0	0	0	0
76	225	0	0	1	0	0	0	0	0	0	0
86	161	0	0	1	0	0	0	0	0	0	0
69	225	0	0	1	0	0	0	0	0	0	0
87	24	0	0	1	0	0	0	0	0	0	0
29	253	0	0	1	0	0	0	0	0	0	0
133	195	0	0	1	0	0	0	0	0	0	0
134	240	0	0	1	0	0	0	0	0	0	0
108	177	0	0	1	0	0	0	0	0	0	0
52	223	0	0	1	0	0	0	0	0	0	0
122	222	0	0	1	0	0	0	0	0	0	0
69	225	0	0	1	0	0	0	0	0	0	0
53	30	0	0	1	0	0	0	0	0	0	0
114	225	0	0	1	0	0	0	0	0	0	0
65	64	0	0	1	0	0	0	0	0	0	0
109	8	0	0	1	0	0	0	0	0	0	0
86	2	0	0	1	0	0	0	0	0	0	0
66	15	0	0	1	0	0	0	0	0	0	0
97	129	0	0	1	0	0	0	0	0	0	0
54	135	0	0	1	0	0	0	0	0	0	0
172	225	0	0	1	0	0	0	0	0	0	0
80	30	0	0	1	0	0	0	0	0	0	0
102	103	0	0	1	0	0	0	0	0	0	0
99	30	0	0	1	0	0	0	0	0	0	0
40	135	0	0	1	0	0	0	0	0	0	0
46	60	0	0	1	0	0	0	0	0	0	0
77	96	0	0	1	0	0	0	0	0	0	0
72	30	0	0	1	0	0	0	0	0	0	0
80	220	0	0	1	0	0	0	0	0	0	0
135	30	0	0	1	0	0	0	0	0	0	0
66	135	0	0	1	0	0	0	0	0	0	0
132	1	0	0	1	0	0	0	0	0	0	0
105	225	0	0	1	0	0	0	0	0	0	0
71	26	0	0	1	0	0	0	0	0	0	0
113	14	0	0	1	0	0	0	0	0	0	0
181	195	0	0	1	0	0	0	0	0	0	0
104	60	0	0	1	0	0	0	0	0	0	0
142	0	0	0	1	0	0	0	0	0	0	0
16	2	0	0	1	0	0	0	0	0	0	0
56	225	0	0	1	0	0	0	0	0	0	0
104	0	0	0	1	0	0	0	0	0	0	0
79	56	0	0	1	0	0	0	0	0	0	0
179	0	0	0	1	0	0	0	0	0	0	0
108	224	0	0	1	0	0	0	0	0	0	0
65	15	0	0	1	0	0	0	0	0	0	0
99	30	0	0	1	0	0	0	0	0	0	0
116	225	0	0	1	0	0	0	0	0	0	0
77	15	0	0	1	0	0	0	0	0	0	0
41	120	0	0	1	0	0	0	0	0	0	0
48	255	0	0	1	0	0	0	0	0	0	0
86	153	0	0	1	0	0	0	0	0	0	0
116	193	0	0	1	0	0	0	0	0	0	0
53	0	0	0	1	0	0	0	0	0	0	0
102	195	0	0	1	0	0	0	0	0	0	0
16	4	0	0	1	0	0	0	0	0	0	0
129	135	0	0	1	0	0	0	0	0	0	0
99	8	0	0	1	0	0	0	0	0	0	0
72	14	0	0	1	0	0	0	0	0	0	0
93	143	0	0	1	0	0	0	0	0	0	0
88	192	0	0	1	0	0	0	0	0	0	0
65	15	0	0	1	0	0	0	0	0	0	0
57	3	0	0	1	0	0	0	0	0	0	0
88	224	0	0	1	0	0	0	0	0	0	0
90	8	0	0	1	0	0	0	0	0	0	0
78	112	0	0	1	0	0	0	0	0	0	0
73	255	0	0	1	0	0	0	0	0	0	0
31	192	0	0	1	0	0	0	0	0	0	0
173	60	0	0	1	0	0	0	0	0	0	0
102	30	0	0	1	0	0	0	0	0	0	0
79	225	0	0	1	0	0	0	0	0	0	0
19	31	0	0	1	0	0	0	0	0	0	0
33	124	0	0	1	0	0	0	0	0	0	0
17	240	0	0	1	0	0	0	0	0	0	0
82	30	0	0	1	0	0	0	0	0	0	0
109	225	0	0	1	0	0	0	0	0	0	0
48	7	0	0	1	0	0	0	0	0	0	0
71	15	0	0	1	0	0	0	0	0	0	0
76	240	0	0	1	0	0	0	0	0	0	0
21	253	0	0	1	0	0	0	0	0	0	0
115	2	0	0	1	0	0	0	0	0	0	0
91	124	0	0	1	0	0	0	0	0	0	0
100	253	0	0	1	0	0	0	0	0	0	0
112	241	0	0	1	0	0	0	0	0	0	0
98	195	0	0	1	0	0	0	0	0	0	0
51	9	0	0	1	0	0	0	0	0	0	0
166	30	0	0	1	0	0	0	0	0	0	0
54	64	0	0	1	0	0	0	0	0	0	0
48	241	0	0	1	0	0	0	0	0	0	0
78	30	0	0	1	0	0	0	0	0	0	0
71	31	0	0	1	0	0	0	0	0	0	0
33	193	0	0	1	0	0	0	0	0	0	0
93	30	0	0	1	0	0	0	0	0	0	0
127	225	0	0	1	0	0	0	0	0	0	0
38	241	0	0	1	0	0	0	0	0	0	0
70	0	0	0	1	0	0	0	0	0	0	0
12	199	0	0	1	0	0	0	0	0	0	0
133	176	0	0	1	0	0	0	0	0	0	0
61	15	0	0	1	0	0	0	0	0	0	0
51	131	0	0	1	0	0	0	0	0	0	0
67	60	0	0	1	0	0	0	0	0	0	0
62	207	0	0	1	0	0	0	0	0	0	0
101	255	0	0	1	0	0	0	0	0	0	0
143	225	0	0	1	0	0	0	0	0	0	0
103	2	0	0	1	0	0	0	0	0	0	0
142	192	0	0	1	0	0	0	0	0	0	0
87	240	0	0	1	0	0	0	0	0	0	0
34	240	0	0	1	0	0	0	0	0	0	0
88	241	0	0	1	0	0	0	0	0	0	0
171	31	0	0	1	0	0	0	0	0	0	0
115	124	0	0	1	0	0	0	0	0	0	0
59	24	0	0	1	0	0	0	0	0	0	0
123	192	0	0	1	0	0	0	0	0	0	0
94	225	0	0	1	0	0	0	0	0	0	0
74	56	0	0	1	0	0	0	0	0	0	0
141	224	0	0	1	0	0	0	0	0	0	0
37	25	0	0	1	0	0	0	0	0	0	0
83	3	0	0	1	0	0	0	0	0	0	0
75	195	0	0	1	0	0	0	0	0	0	0
66	225	0	0	1	0	0	0	0	0	0	0
128	14	0	0	1	0	0	0	0	0	0	0
78	30	0	0	1	0	0	0	0	0	0	0
57	14	0	0	1	0	0	0	0	0	0	0
63	7	0	0	1	0	0	0	0	0	0	0
31	48	0	0	1	0	0	0	0	0	0	0
22	135	0	0	1	0	0	0	0	0	0	0
167	17	0	0	1	0	0	0	0	0	0	0
106	30	0	0	1	0	0	0	0	0	0	0
65	14	0	0	1	0	0	0	0	0	0	0
78	224	0	0	1	0	0	0	0	0	0	0
113	30	0	0	1	0	0	0	0	0	0	0
33	223	0	0	1	0	0	0	0	0	0	0
99	15	0	0	1	0	0	0	0	0	0	0
34	199	0	0	1	0	0	0	0	0	0	0
112	223	0	0	1	0	0	0	0	0	0	0
164	0	0	0	1	0	0	0	0	0	0	0
74	199	0	0	1	0	0	0	0	0	0	0
45	56	0	0	1	0	0	0	0	0	0	0
52	225	0	0	1	0	0	0	0	0	0	0
104	239	0	0	1	0	0	0	0	0	0	0
107	252	0	0	1	0	0	0	0	0	0	0
127	70	0	0	1	0	0	0	0	0	0	0
82	0	0	0	1	0	0	0	0	0	0	0
19	128	0	0	1	0	0	0	0	0	0	0
82	30	0	0	1	0	0	0	0	0	0	0
69	111	0	0	1	0	0	0	0	0	0	0
68	199	0	0	1	0	0	0	0	0	0	0
81	135	0	0	1	0	0	0	0	0	0	0
49	60	0	0	1	0	0	0	0	0	0	0
56	15	0	0	1	0	0	0	0	0	0	0
154	225	0	0	1	0	0	0	0	0	0	0
76	241	0	0	1	0	0	0	0	0	0	0
105	30	0	0	1	0	0	0	0	0	0	0
119	225	0	0	1	0	0	0	0	0	0	0
58	99	0	0	1	0	0	0	0	0	0	0
125	30	0	0	1	0	0	0	0	0	0	0
127	224	0	0	1	0	0	0	0	0	0	0
146	225	0	0	1	0	0	0	0	0	0	0
19	52	0	0	1	0	0	0	0	0	0	0
51	248	0	0	1	0	0	0	0	0	0	0
73	120	0	0	1	0	0	0	0	0	0	0
42	240	0	0	1	0	0	0	0	0	0	0
61	201	0	0	1	0	0	0	0	0	0	0
107	30	0	0	1	0	0	0	0	0	0	0
102	63	0	0	1	0	0	0	0	0	0	0
126	30	0	0	1	0	0	0	0	0	0	0
60	193	0	0	1	0	0	0	0	0	0	0
82	131	0	0	1	0	0	0	0	0	0	0
111	225	0	0	1	0	0	0	0	0	0	0
114	30	0	0	1	0	0	0	0	0	0	0
63	241	0	0	1	0	0	0	0	0	0	0
134	225	0	0	1	0	0	0	0	0	0	0
39	159	0	0	0	1	0	0	0	0	0	0
46	192	0	0	0	1	0	0	0	0	0	0
101	60	0	0	0	1	0	0	0	0	0	0
100	4	0	0	0	1	0	0	0	0	0	0
13	255	0	0	0	1	0	0	0	0	0	0
77	6	0	0	0	1	0	0	0	0	0	0
46	112	0	0	0	1	0	0	0	0	0	0
83	30	0	0	0	1	0	0	0	0	0	0
85	56	0	0	0	1	0	0	0	0	0	0
99	56	0	0	0	1	0	0	0	0	0	0
70	191	0	0	0	1	0	0	0	0	0	0
93	126	0	0	0	1	0	0	0	0	0	0
21	217	0	0	0	1	0	0	0	0	0	0
117	239	0	0	0	1	0	0	0	0	0	0
94	224	0	0	0	1	0	0	0	0	0	0
76	231	0	0	0	1	0	0	0	0	0	0
114	56	0	0	0	1	0	0	0	0	0	0
116	0	0	0	0	1	0	0	0	0	0	0
51	227	0	0	0	1	0	0	0	0	0	0
82	252	0	0	0	1	0	0	0	0	0	0
92	127	0	0	0	1	0	0	0	0	0	0
95	0	0	0	0	1	0	0	0	0	0	0
34	8	0	0	0	1	0	0	0	0	0	0
61	223	0	0	0	1	0	0	0	0	0	0
22	30	0	0	0	1	0	0	0	0	0	0
33	27	0	0	0	1	0	0	0	0	0	0
19	255	0	0	0	1	0	0	0	0	0	0
35	195	0	0	0	1	0	0	0	0	0	0
113	136	0	0	0	1	0	0	0	0	0	0
53	15	0	0	0	1	0	0	0	0	0	0
61	35	0	0	0	1	0	0	0	0	0	0
118	112	0	0	0	1	0	0	0	0	0	0
105	64	0	0	0	1	0	0	0	0	0	0
18	143	0	0	0	1	0	0	0	0	0	0
33	243	0	0	0	1	0	0	0	0	0	0
27	8	0	0	0	1	0	0	0	0	0	0
100	11	0	0	0	1	0	0	0	0	0	0
102	236	0	0	0	1	0	0	0	0	0	0
95	63	0	0	0	1	0	0	0	0	0	0
21	120	0	0	0	1	0	0	0	0	0	0
101	225	0	0	0	1	0	0	0	0	0	0
68	96	0	0	0	1	0	0	0	0	0	0
15	108	0	0	0	1	0	0	0	0	0	0
120	97	0	0	0	1	0	0	0	0	0	0
16	198	0	0	0	1	0	0	0	0	0	0
103	223	0	0	0	1	0	0	0	0	0	0
11	61	0	0	0	1	0	0	0	0	0	0
21	96	0	0	0	1	0	0	0	0	0	0
13	128	0	0	0	1	0	0	0	0	0	0
129	130	0	0	0	1	0	0	0	0	0	0
77	126	0	0	0	1	0	0	0	0	0	0
113	249	0	0	0	1	0	0	0	0	0	0
25	225	0	0	0	1	0	0	0	0	0	0
75	15	0	0	0	1	0	0	0	0	0	0
14	255	0	0	0	1	0	0	0	0	0	0
22	4	0	0	0	1	0	0	0	0	0	0
58	30	0	0	0	1	0	0	0	0	0	0
94	0	0	0	0	1	0	0	0	0	0	0
131	2	0	0	0	1	0	0	0	0	0	0
70	4	0	0	0	1	0	0	0	0	0	0
118	193	0	0	0	1	0	0	0	0	0	0
47	137	0	0	0	1	0	0	0	0	0	0
51	206	0	0	0	1	0	0	0	0	0	0
15	196	0	0	0	1	0	0	0	0	0	0
92	120	0	0	0	1	0	0	0	0	0	0
10	127	0	0	0	1	0	0	0	0	0	0
22	44	0	0	0	1	0	0	0	0	0	0
28	0	0	0	0	1	0	0	0	0	0	0
62	84	0	0	0	1	0	0	0	0	0	0
29	219	0	0	0	1	0	0	0	0	0	0
75	1	0	0	0	1	0	0	0	0	0	0
103	247	0	0	0	1	0	0	0	0	0	0
13	225	0	0	0	1	0	0	0	0	0	0
16	214	0	0	0	1	0	0	0	0	0	0
11	16	0	0	0	1	0	0	0	0	0	0
51	124	0	0	0	1	0	0	0	0	0	0
14	48	0	0	0	1	0	0	0	0	0	0
68	223	0	0	0	1	0	0	0	0	0	0
111	185	0	0	0	1	0	0	0	0	0	0
102	0	0	0	0	1	0	0	0	0	0	0
89	128	0	0	0	1	0	0	0	0	0	0
36	207	0	0	0	1	0	0	0	0	0	0
68	60	0	0	0	1	0	0	0	0	0	0
27	60	0	0	0	1	0	0	0	0	0	0
19	225	0	0	0	1	0	0	0	0	0	0
59	61	0	0	0	1	0	0	0	0	0	0
73	3	0	0	0	1	0	0	0	0	0	0
13	6	0	0	0	1	0	0	0	0	0	0
7	0	0	0	0	1	0	0	0	0	0	0
100	0	0	0	0	1	0	0	0	0	0	0
68	0	0	0	0	1	0	0	0	0	0	0
30	96	0	0	0	1	0	0	0	0	0	0
119	223	0	0	0	1	0	0	0	0	0	0
73	159	0	0	0	1	0	0	0	0	0	0
130	5	0	0	0	1	0	0	0	0	0	0
39	112	0	0	0	1	0	0	0	0	0	0
34	56	0	0	0	1	0	0	0	0	0	0
87	126	0	0	0	1	0	0	0	0	0	0
61	124	0	0	0	1	0	0	0	0	0	0
19	14	0	0	0	1	0	0	0	0	0	0
25	15	0	0	0	1	0	0	0	0	0	0
13	63	0	0	0	1	0	0	0	0	0	0
65	24	0	0	0	1	0	0	0	0	0	0
87	247	0	0	0	1	0	0	0	0	0	0
111	2	0	0	0	1	0	0	0	0	0	0
93	0	0	0	0	1	0	0	0	0	0	0
13	247	0	0	0	1	0	0	0	0	0	0
117	32	0	0	0	1	0	0	0	0	0	0
115	0	0	0	0	1	0	0	0	0	0	0
60	223	0	0	0	1	0	0	0	0	0	0
123	25	0	0	0	1	0	0	0	0	0	0
129	14	0	0	0	1	0	0	0	0	0	0
84	124	0	0	0	1	0	0	0	0	0	0
51	0	0	0	0	1	0	0	0	0	0	0
15	192	0	0	0	1	0	0	0	0	0	0
102	157	0	0	0	1	0	0	0	0	0	0
69	0	0	0	0	1	0	0	0	0	0	0
128	125	0	0	0	1	0	0	0	0	0	0
80	24	0	0	0	1	0	0	0	0	0	0
12	16	0	0	0	1	0	0	0	0	0	0
86	112	0	0	0	1	0	0	0	0	0	0
80	66	0	0	0	1	0	0	0	0	0	0
100	142	0	0	0	1	0	0	0	0	0	0
95	158	0	0	0	1	0	0	0	0	0	0
130	0	0	0	0	1	0	0	0	0	0	0
104	56	0	0	0	1	0	0	0	0	0	0
89	8	0	0	0	1	0	0	0	0	0	0
101	6	0	0	0	1	0	0	0	0	0	0
45	62	0	0	0	1	0	0	0	0	0	0
91	137	0	0	0	1	0	0	0	0	0	0
110	0	0	0	0	1	0	0	0	0	0	0
77	127	0	0	0	1	0	0	0	0	0	0
12	226	0	0	0	1	0	0	0	0	0	0
21	211	0	0	0	1	0	0	0	0	0	0
93	195	0	0	0	1	0	0	0	0	0	0
20	240	0	0	0	1	0	0	0	0	0	0
84	60	0	0	0	1	0	0	0	0	0	0
131	112	0	0	0	1	0	0	0	0	0	0
59	123	0	0	0	1	0	0	0	0	0	0
85	8	0	0	0	1	0	0	0	0	0	0
86	255	0	0	0	1	0	0	0	0	0	0
12	96	0	0	0	1	0	0	0	0	0	0
93	12	0	0	0	1	0	0	0	0	0	0
47	15	0	0	0	1	0	0	0	0	0	0
77	76	0	0	0	1	0	0	0	0	0	0
28	155	0	0	0	1	0	0	0	0	0	0
106	223	0	0	0	1	0	0	0	0	0	0
59	48	0	0	0	1	0	0	0	0	0	0
20	255	0	0	0	1	0	0	0	0	0	0
115	97	0	0	0	1	0	0	0	0	0	0
31	120	0	0	0	1	0	0	0	0	0	0
39	195	0	0	0	1	0	0	0	0	0	0
98	135	0	0	0	1	0	0	0	0	0	0
38	30	0	0	0	1	0	0	0	0	0	0
116	240	0	0	0	1	0	0	0	0	0	0
123	0	0	0	0	1	0	0	0	0	0	0
57	225	0	0	0	1	0	0	0	0	0	0
89	62	0	0	0	1	0	0	0	0	0	0
71	14	0	0	0	1	0	0	0	0	0	0
71	255	0	0	0	1	0	0	0	0	0	0
23	31	0	0	0	1	0	0	0	0	0	0
31	241	0	0	0	1	0	0	0	0	0	0
55	195	0	0	0	1	0	0	0	0	0	0
35	0	0	0	0	1	0	0	0	0	0	0
119	4	0	0	0	1	0	0	0	0	0	0
87	231	0	0	0	1	0	0	0	0	0	0
21	254	0	0	0	1	0	0	0	0	0	0
122	193	0	0	0	1	0	0	0	0	0	0
25	70	0	0	0	1	0	0	0	0	0	0
15	63	0	0	0	1	0	0	0	0	0	0
117	28	0	0	0	1	0	0	0	0	0	0
99	221	0	0	0	1	0	0	0	0	0	0
120	231	0	0	0	1	0	0	0	0	0	0
122	0	0	0	0	1	0	0	0	0	0	0
13	240	0	0	0	1	0	0	0	0	0	0
130	30	0	0	0	1	0	0	0	0	0	0
15	243	0	0	0	1	0	0	0	0	0	0
38	228	0	0	0	1	0	0	0	0	0	0
119	88	0	0	0	1	0	0	0	0	0	0
131	160	0	0	0	1	0	0	0	0	0	0
117	50	0	0	0	1	0	0	0	0	0	0
63	249	0	0	0	1	0	0	0	0	0	0
112	34	0	0	0	1	0	0	0	0	0	0
90	27	0	0	0	1	0	0	0	0	0	0
63	231	0	0	0	1	0	0	0	0	0	0
30	59	0	0	0	1	0	0	0	0	0	0
22	28	0	0	0	1	0	0	0	0	0	0
83	31	0	0	0	1	0	0	0	0	0	0
17	236	0	0	0	1	0	0	0	0	0	0
114	64	0	0	0	1	0	0	0	0	0	0
31	227	0	0	0	1	0	0	0	0	0	0
83	156	0	0	0	1	0	0	0	0	0	0
111	192	0	0	0	1	0	0	0	0	0	0
72	7	0	0	0	1	0	0	0	0	0	0
108	128	0	0	0	1	0	0	0	0	0	0
46	15	0	0	0	1	0	0	0	0	0	0
15	97	0	0	0	1	0	0	0	0	0	0
15	70	0	0	0	1	0	0	0	0	0	0
85	30	0	0	0	1	0	0	0	0	0	0
76	183	0	0	0	1	0	0	0	0	0	0
70	143	0	0	0	1	0	0	0	0	0	0
75	255	0	0	0	1	0	0	0	0	0	0
79	230	0	0	0	1	0	0	0	0	0	0
17	60	0	0	0	1	0	0	0	0	0	0
86	193	0	0	0	1	0	0	0	0	0	0
68	135	0	0	0	1	0	0	0	0	0	0
100	56	0	0	0	1	0	0	0	0	0	0
89	251	0	0	0	1	0	0	0	0	0	0
75	64	0	0	0	1	0	0	0	0	0	0
38	240	0	0	0	1	0	0	0	0	0	0
123	255	0	0	0	1	0	0	0	0	0	0
93	19	0	0	0	1	0	0	0	0	0	0
23	0	0	0	0	1	0	0	0	0	0	0
112	32	0	0	0	1	0	0	0	0	0	0
85	8	0	0	0	1	0	0	0	0	0	0
9	252	0	0	0	1	0	0	0	0	0	0
23	192	0	0	0	1	0	0	0	0	0	0
43	131	0	0	0	1	0	0	0	0	0	0
102	252	0	0	0	1	0	0	0	0	0	0
122	207	0	0	0	1	0	0	0	0	0	0
40	120	0	0	0	1	0	0	0	0	0	0
48	48	0	0	0	1	0	0	0	0	0	0
74	124	0	0	0	1	0	0	0	0	0	0
111	0	0	0	0	1	0	0	0	0	0	0
79	131	0	0	0	1	0	0	0	0	0	0
99	221	0	0	0	1	0	0	0	0	0	0
102	227	0	0	0	1	0	0	0	0	0	0
113	143	0	0	0	1	0	0	0	0	0	0
92	129	0	0	0	1	0	0	0	0	0	0
75	15	0	0	0	1	0	0	0	0	0	0
88	135	0	0	0	1	0	0	0	0	0	0
66	224	0	0	0	1	0	0	0	0	0	0
23	253	0	0	0	1	0	0	0	0	0	0
90	193	0	0	0	1	0	0	0	0	0	0
111	224	0	0	0	1	0	0	0	0	0	0
117	3	0	0	0	1	0	0	0	0	0	0
35	231	0	0	0	1	0	0	0	0	0	0
96	247	0	0	0	1	0	0	0	0	0	0
103	32	0	0	0	1	0	0	0	0	0	0
77	105	0	0	0	1	0	0	0	0	0	0
19	121	0	0	0	1	0	0	0	0	0	0
20	23	0	0	0	1	0	0	0	0	0	0
108	253	0	0	0	1	0	0	0	0	0	0
124	151	0	0	0	1	0	0	0	0	0	0
16	91	0	0	0	1	0	0	0	0	0	0
94	222	0	0	0	1	0	0	0	0	0	0
41	49	0	0	0	1	0	0	0	0	0	0
43	252	0	0	0	1	0	0	0	0	0	0
14	0	0	0	0	1	0	0	0	0	0	0
26	127	0	0	0	1	0	0	0	0	0	0
109	143	0	0	0	0	1	0	0	0	0	0
122	48	0	0	0	0	1	0	0	0	0	0
112	0	0	0	0	0	1	0	0	0	0	0
62	131	0	0	0	0	1	0	0	0	0	0
65	205	0	0	0	0	1	0	0	0	0	0
53	92	0	0	0	0	1	0	0	0	0	0
18	15	0	0	0	0	1	0	0	0	0	0
65	0	0	0	0	0	1	0	0	0	0	0
150	0	0	0	0	0	1	0	0	0	0	0
33	48	0	0	0	0	1	0	0	0	0	0
111	193	0	0	0	0	1	0	0	0	0	0
47	224	0	0	0	0	1	0	0	0	0	0
60	247	0	0	0	0	1	0	0	0	0	0
81	12	0	0	0	0	1	0	0	0	0	0
13	55	0	0	0	0	1	0	0	0	0	0
137	56	0	0	0	0	1	0	0	0	0	0
117	199	0	0	0	0	1	0	0	0	0	0
10	124	0	0	0	0	1	0	0	0	0	0
48	190	0	0	0	0	1	0	0	0	0	0
105	227	0	0	0	0	1	0	0	0	0	0
136	207	0	0	0	0	1	0	0	0	0	0
76	207	0	0	0	0	1	0	0	0	0	0
25	224	0	0	0	0	1	0	0	0	0	0
33	248	0	0	0	0	1	0	0	0	0	0
105	96	0	0	0	0	1	0	0	0	0	0
82	255	0	0	0	0	1	0	0	0	0	0
100	227	0	0	0	0	1	0	0	0	0	0
70	8	0	0	0	0	1	0	0	0	0	0
93	130	0	0	0	0	1	0	0	0	0	0
142	31	0	0	0	0	1	0	0	0	0	0
64	128	0	0	0	0	1	0	0	0	0	0
122	28	0	0	0	0	1	0	0	0	0	0
66	12	0	0	0	0	1	0	0	0	0	0
81	255	0	0	0	0	1	0	0	0	0	0
99	112	0	0	0	0	1	0	0	0	0	0
70	131	0	0	0	0	1	0	0	0	0	0
16	255	0	0	0	0	1	0	0	0	0	0
101	230	0	0	0	0	1	0	0	0	0	0
126	0	0	0	0	0	1	0	0	0	0	0
85	56	0	0	0	0	1	0	0	0	0	0
95	231	0	0	0	0	1	0	0	0	0	0
130	135	0	0	0	0	1	0	0	0	0	0
80	225	0	0	0	0	1	0	0	0	0	0
77	7	0	0	0	0	1	0	0	0	0	0
87	232	0	0	0	0	1	0	0	0	0	0
70	240	0	0	0	0	1	0	0	0	0	0
90	255	0	0	0	0	1	0	0	0	0	0
16	255	0	0	0	0	1	0	0	0	0	0
148	0	0	0	0	0	1	0	0	0	0	0
104	143	0	0	0	0	1	0	0	0	0	0
120	243	0	0	0	0	1	0	0	0	0	0
67	241	0	0	0	0	1	0	0	0	0	0
123	135	0	0	0	0	1	0	0	0	0	0
57	199	0	0	0	0	1	0	0	0	0	0
41	111	0	0	0	0	1	0	0	0	0	0
70	230	0	0	0	0	1	0	0	0	0	0
109	135	0	0	0	0	1	0	0	0	0	0
36	0	0	0	0	0	1	0	0	0	0	0
66	118	0	0	0	0	1	0	0	0	0	0
33	30	0	0	0	0	1	0	0	0	0	0
135	0	0	0	0	0	1	0	0	0	0	0
51	253	0	0	0	0	1	0	0	0	0	0
94	124	0	0	0	0	1	0	0	0	0	0
82	145	0	0	0	0	1	0	0	0	0	0
52	239	0	0	0	0	1	0	0	0	0	0
76	225	0	0	0	0	1	0	0	0	0	0
148	253	0	0	0	0	1	0	0	0	0	0
25	24	0	0	0	0	1	0	0	0	0	0
75	29	0	0	0	0	1	0	0	0	0	0
21	0	0	0	0	0	1	0	0	0	0	0
30	63	0	0	0	0	1	0	0	0	0	0
103	120	0	0	0	0	1	0	0	0	0	0
80	8	0	0	0	0	1	0	0	0	0	0
44	7	0	0	0	0	1	0	0	0	0	0
42	247	0	0	0	0	1	0	0	0	0	0
100	255	0	0	0	0	1	0	0	0	0	0
30	48	0	0	0	0	1	0	0	0	0	0
89	198	0	0	0	0	1	0	0	0	0	0
66	16	0	0	0	0	1	0	0	0	0	0
90	7	0	0	0	0	1	0	0	0	0	0
66	0	0	0	0	0	1	0	0	0	0	0
67	15	0	0	0	0	1	0	0	0	0	0
53	16	0	0	0	0	1	0	0	0	0	0
96	31	0	0	0	0	1	0	0	0	0	0
117	200	0	0	0	0	1	0	0	0	0	0
89	28	0	0	0	0	1	0	0	0	0	0
76	15	0	0	0	0	1	0	0	0	0	0
34	0	0	0	0	0	1	0	0	0	0	0
66	255	0	0	0	0	1	0	0	0	0	0
56	254	0	0	0	0	1	0	0	0	0	0
87	0	0	0	0	0	1	0	0	0	0	0
98	224	0	0	0	0	1	0	0	0	0	0
54	4	0	0	0	0	1	0	0	0	0	0
111	2	0	0	0	0	1	0	0	0	0	0
21	9	0	0	0	0	1	0	0	0	0	0
75	191	0	0	0	0	1	0	0	0	0	0
109	96	0	0	0	0	1	0	0	0	0	0
90	241	0	0	0	0	1	0	0	0	0	0
142	0	0	0	0	0	1	0	0	0	0	0
23	15	0	0	0	0	1	0	0	0	0	0
136	2	0	0	0	0	1	0	0	0	0	0
24	31	0	0	0	0	1	0	0	0	0	0
128	120	0	0	0	0	1	0	0	0	0	0
38	0	0	0	0	0	1	0	0	0	0	0
89	223	0	0	0	0	1	0	0	0	0	0
74	0	0	0	0	0	1	0	0	0	0	0
26	12	0	0	0	0	1	0	0	0	0	0
52	255	0	0	0	0	1	0	0	0	0	0
111	199	0	0	0	0	1	0	0	0	0	0
25	120	0	0	0	0	1	0	0	0	0	0
120	207	0	0	0	0	1	0	0	0	0	0
86	14	0	0	0	0	1	0	0	0	0	0
88	60	0	0	0	0	1	0	0	0	0	0
97	243	0	0	0	0	1	0	0	0	0	0
123	63	0	0	0	0	1	0	0	0	0	0
73	96	0	0	0	0	1	0	0	0	0	0
18	30	0	0	0	0	1	0	0	0	0	0
12	198	0	0	0	0	1	0	0	0	0	0
71	159	0	0	0	0	1	0	0	0	0	0
15	115	0	0	0	0	1	0	0	0	0	0
38	224	0	0	0	0	1	0	0	0	0	0
10	127	0	0	0	0	1	0	0	0	0	0
55	126	0	0	0	0	1	0	0	0	0	0
59	131	0	0	0	0	1	0	0	0	0	0
55	239	0	0	0	0	1	0	0	0	0	0
109	231	0	0	0	0	1	0	0	0	0	0
42	247	0	0	0	0	1	0	0	0	0	0
116	200	0	0	0	0	1	0	0	0	0	0
124	32	0	0	0	0	1	0	0	0	0	0
94	62	0	0	0	0	1	0	0	0	0	0
125	65	0	0	0	0	1	0	0	0	0	0
28	127	0	0	0	0	1	0	0	0	0	0
114	133	0	0	0	0	1	0	0	0	0	0
57	195	0	0	0	0	1	0	0	0	0	0
13	0	0	0	0	0	1	0	0	0	0	0
95	177	0	0	0	0	1	0	0	0	0	0
85	135	0	0	0	0	1	0	0	0	0	0
56	120	0	0	0	0	1	0	0	0	0	0
58	157	0	0	0	0	1	0	0	0	0	0
33	24	0	0	0	0	1	0	0	0	0	0
69	56	0	0	0	0	1	0	0	0	0	0
61	126	0	0	0	0	1	0	0	0	0	0
72	133	0	0	0	0	1	0	0	0	0	0
59	111	0	0	0	0	1	0	0	0	0	0
141	2	0	0	0	0	1	0	0	0	0	0
33	159	0	0	0	0	1	0	0	0	0	0
21	255	0	0	0	0	1	0	0	0	0	0
96	193	0	0	0	0	1	0	0	0	0	0
68	255	0	0	0	0	1	0	0	0	0	0
116	1	0	0	0	0	1	0	0	0	0	0
143	30	0	0	0	0	1	0	0	0	0	0
93	255	0	0	0	0	1	0	0	0	0	0
